"IDDIRECCION","DETALLEDIRECCION","IDDISTRITO"
4370,"Oroci de Cartago",60805
4371,"Heredia Centro",60806
4372,"Ciudad quesada,San Carlos",60901
4373,"El centro de SanRafael de Heredia",61001
4374,"Casa #3 Hatillo 8",61002
4375,"Oroci de Cartago",61003
4376,"Heredia Centro",61004
4377,"Ciudad quesada,San Carlos",61101
4378,"El centro de SanRafael de Heredia",61102
4379,"Casa #3 Hatillo 8",61103
4380,"Oroci de Cartago",61201
4381,"Heredia Centro",70101
4382,"Ciudad quesada,San Carlos",70102
4383,"El centro de SanRafael de Heredia",70103
4384,"Casa #3 Hatillo 8",70104
4385,"Oroci de Cartago",70201
4386,"Heredia Centro",70202
4387,"Ciudad quesada,San Carlos",70203
4388,"El centro de SanRafael de Heredia",70204
4389,"Casa #3 Hatillo 8",70205
4390,"Oroci de Cartago",70206
4391,"Heredia Centro",70207
4392,"Ciudad quesada,San Carlos",70301
4393,"El centro de SanRafael de Heredia",70302
4394,"Casa #3 Hatillo 8",70303
4395,"Oroci de Cartago",70304
4396,"Heredia Centro",70305
4397,"Ciudad quesada,San Carlos",70306
4398,"El centro de SanRafael de Heredia",70307
4399,"Casa #3 Hatillo 8",70401
4400,"Oroci de Cartago",70402
4401,"Heredia Centro",70403
4402,"Ciudad quesada,San Carlos",70404
4403,"El centro de SanRafael de Heredia",70501
4404,"Casa #3 Hatillo 8",70502
4405,"Oroci de Cartago",70503
4406,"Heredia Centro",70601
4407,"Ciudad quesada,San Carlos",70602
4408,"El centro de SanRafael de Heredia",70603
4409,"Casa #3 Hatillo 8",70604
4410,"Oroci de Cartago",70605
4411,"Heredia Centro",10101
4412,"Ciudad quesada,San Carlos",10102
4413,"El centro de SanRafael de Heredia",10103
4414,"Casa #3 Hatillo 8",10104
4415,"Oroci de Cartago",10105
4416,"Heredia Centro",10106
4417,"Ciudad quesada,San Carlos",10107
4418,"El centro de SanRafael de Heredia",10108
4419,"Casa #3 Hatillo 8",10109
4420,"Oroci de Cartago",10110
4421,"Heredia Centro",10111
4422,"Ciudad quesada,San Carlos",10201
4423,"El centro de SanRafael de Heredia",10202
4424,"Casa #3 Hatillo 8",10203
4425,"Oroci de Cartago",10301
4426,"Heredia Centro",10302
4427,"Ciudad quesada,San Carlos",10303
4428,"El centro de SanRafael de Heredia",10304
4429,"Casa #3 Hatillo 8",10305
4430,"Oroci de Cartago",10306
4431,"Heredia Centro",10307
4432,"Ciudad quesada,San Carlos",10308
4433,"El centro de SanRafael de Heredia",10309
4434,"Casa #3 Hatillo 8",10310
4435,"Oroci de Cartago",10311
4436,"Heredia Centro",10312
4437,"Ciudad quesada,San Carlos",10313
4438,"El centro de SanRafael de Heredia",10401
4439,"Casa #3 Hatillo 8",10402
4440,"Oroci de Cartago",10403
4441,"Heredia Centro",10404
4442,"Ciudad quesada,San Carlos",10405
4443,"El centro de SanRafael de Heredia",10406
4444,"Casa #3 Hatillo 8",10407
4445,"Oroci de Cartago",10408
4446,"Heredia Centro",10409
4447,"Ciudad quesada,San Carlos",10501
4448,"El centro de SanRafael de Heredia",10502
4449,"Casa #3 Hatillo 8",10503
4450,"Oroci de Cartago",10601
4451,"Heredia Centro",10602
4452,"Ciudad quesada,San Carlos",10603
4453,"El centro de SanRafael de Heredia",10604
4454,"Casa #3 Hatillo 8",10605
4455,"Oroci de Cartago",10606
4456,"Heredia Centro",10607
4457,"Ciudad quesada,San Carlos",10701
4458,"El centro de SanRafael de Heredia",10702
4459,"Casa #3 Hatillo 8",10703
4460,"Oroci de Cartago",10704
4461,"Heredia Centro",10705
4462,"Ciudad quesada,San Carlos",10706
4463,"El centro de SanRafael de Heredia",10707
4464,"Casa #3 Hatillo 8",10801
4465,"Oroci de Cartago",10802
4466,"Heredia Centro",10803
4467,"Ciudad quesada,San Carlos",10804
4468,"El centro de SanRafael de Heredia",10805
4469,"Casa #3 Hatillo 8",10806
4470,"Oroci de Cartago",10807
4471,"Heredia Centro",10901
4472,"Ciudad quesada,San Carlos",10902
4473,"El centro de SanRafael de Heredia",10903
4474,"Casa #3 Hatillo 8",10904
4475,"Oroci de Cartago",10905
4476,"Heredia Centro",10906
4477,"Ciudad quesada,San Carlos",11001
4478,"El centro de SanRafael de Heredia",11002
4479,"Casa #3 Hatillo 8",11003
4480,"Oroci de Cartago",11004
4481,"Heredia Centro",11005
4482,"Ciudad quesada,San Carlos",11101
4483,"El centro de SanRafael de Heredia",11102
4484,"Casa #3 Hatillo 8",11103
4485,"Oroci de Cartago",11104
4486,"Heredia Centro",11105
4487,"Ciudad quesada,San Carlos",11201
4488,"El centro de SanRafael de Heredia",11202
4489,"Casa #3 Hatillo 8",11203
4490,"Oroci de Cartago",11204
4491,"Heredia Centro",11205
4492,"Ciudad quesada,San Carlos",11301
4493,"El centro de SanRafael de Heredia",11302
4494,"Casa #3 Hatillo 8",11303
4495,"Oroci de Cartago",11304
4496,"Heredia Centro",11305
4497,"Ciudad quesada,San Carlos",11401
4498,"El centro de SanRafael de Heredia",11402
4499,"Casa #3 Hatillo 8",11403
4500,"Oroci de Cartago",11501
4501,"Heredia Centro",11502
4502,"Ciudad quesada,San Carlos",11503
4503,"El centro de SanRafael de Heredia",11504
4504,"Casa #3 Hatillo 8",11601
4505,"Oroci de Cartago",11602
4506,"Heredia Centro",11603
4507,"Ciudad quesada,San Carlos",11604
4508,"El centro de SanRafael de Heredia",11605
4509,"Casa #3 Hatillo 8",11701
4510,"Oroci de Cartago",11702
4511,"Heredia Centro",11703
4512,"Ciudad quesada,San Carlos",11801
4513,"El centro de SanRafael de Heredia",11802
4514,"Casa #3 Hatillo 8",11803
4515,"Oroci de Cartago",11804
4516,"Heredia Centro",11901
4517,"Ciudad quesada,San Carlos",11902
4518,"El centro de SanRafael de Heredia",11903
4519,"Casa #3 Hatillo 8",11904
4520,"Oroci de Cartago",11905
4521,"Heredia Centro",11906
4522,"Ciudad quesada,San Carlos",11907
4523,"El centro de SanRafael de Heredia",11908
4524,"Casa #3 Hatillo 8",11909
4525,"Oroci de Cartago",11910
4526,"Heredia Centro",11911
4527,"Ciudad quesada,San Carlos",11912
4528,"El centro de SanRafael de Heredia",12001
4529,"Casa #3 Hatillo 8",12002
4530,"Oroci de Cartago",12003
4531,"Heredia Centro",12004
4532,"Ciudad quesada,San Carlos",12005
4533,"El centro de SanRafael de Heredia",12006
4534,"Casa #3 Hatillo 8",20101
4535,"Oroci de Cartago",20102
4536,"Heredia Centro",20103
4537,"Ciudad quesada,San Carlos",20104
4538,"El centro de SanRafael de Heredia",20105
4539,"Casa #3 Hatillo 8",20106
4540,"Oroci de Cartago",20107
4541,"Heredia Centro",20108
4542,"Ciudad quesada,San Carlos",20109
4543,"El centro de SanRafael de Heredia",20110
4544,"Casa #3 Hatillo 8",20111
4545,"Oroci de Cartago",20112
4546,"Heredia Centro",20113
4547,"Ciudad quesada,San Carlos",20114
4548,"El centro de SanRafael de Heredia",20201
4549,"Casa #3 Hatillo 8",20202
4550,"Oroci de Cartago",20203
4551,"Heredia Centro",20204
4552,"Ciudad quesada,San Carlos",20205
4553,"El centro de SanRafael de Heredia",20206
4554,"Casa #3 Hatillo 8",20207
4555,"Oroci de Cartago",20208
4556,"Heredia Centro",20209
4557,"Ciudad quesada,San Carlos",20210
4558,"El centro de SanRafael de Heredia",20211
4559,"Casa #3 Hatillo 8",20212
4560,"Oroci de Cartago",20213
4561,"Heredia Centro",20214
4562,"Ciudad quesada,San Carlos",20301
4563,"El centro de SanRafael de Heredia",20302
4564,"Casa #3 Hatillo 8",20303
4565,"Oroci de Cartago",20304
4566,"Heredia Centro",20305
4567,"Ciudad quesada,San Carlos",20307
4568,"El centro de SanRafael de Heredia",20308
4569,"Casa #3 Hatillo 8",20401
4570,"Oroci de Cartago",20402
4571,"Heredia Centro",20403
4572,"Ciudad quesada,San Carlos",20404
4573,"El centro de SanRafael de Heredia",20501
4574,"Casa #3 Hatillo 8",20502
4575,"Oroci de Cartago",20503
4576,"Heredia Centro",20504
4577,"Ciudad quesada,San Carlos",20505
4578,"El centro de SanRafael de Heredia",20506
4579,"Casa #3 Hatillo 8",20507
4580,"Oroci de Cartago",20508
4581,"Heredia Centro",20601
4582,"Ciudad quesada,San Carlos",20602
4583,"El centro de SanRafael de Heredia",20603
4584,"Casa #3 Hatillo 8",20604
4585,"Oroci de Cartago",20605
4586,"Heredia Centro",20606
4587,"Ciudad quesada,San Carlos",20607
4588,"El centro de SanRafael de Heredia",20608
4589,"Casa #3 Hatillo 8",20701
4590,"Oroci de Cartago",20702
4591,"Heredia Centro",20703
4592,"Ciudad quesada,San Carlos",20704
4593,"El centro de SanRafael de Heredia",20705
4594,"Casa #3 Hatillo 8",20706
4595,"Oroci de Cartago",20707
4596,"Heredia Centro",20801
4597,"Ciudad quesada,San Carlos",20802
4598,"El centro de SanRafael de Heredia",20803
4599,"Casa #3 Hatillo 8",20804
4600,"Oroci de Cartago",20805
4601,"Heredia Centro",20901
4602,"Ciudad quesada,San Carlos",20902
4603,"El centro de SanRafael de Heredia",20903
4604,"Casa #3 Hatillo 8",20904
4605,"Oroci de Cartago",20905
4606,"Heredia Centro",21001
4607,"Ciudad quesada,San Carlos",21002
4608,"El centro de SanRafael de Heredia",21003
4609,"Casa #3 Hatillo 8",21004
4610,"Oroci de Cartago",21005
4611,"Heredia Centro",21006
4612,"Ciudad quesada,San Carlos",21007
4613,"El centro de SanRafael de Heredia",21008
4614,"Casa #3 Hatillo 8",21009
4615,"Oroci de Cartago",21010
4616,"Heredia Centro",21011
4617,"Ciudad quesada,San Carlos",21012
4618,"El centro de SanRafael de Heredia",21013
4619,"Casa #3 Hatillo 8",21101
4620,"Oroci de Cartago",21102
4621,"Heredia Centro",21103
4622,"Ciudad quesada,San Carlos",21104
4623,"El centro de SanRafael de Heredia",21105
4624,"Casa #3 Hatillo 8",21106
4625,"Oroci de Cartago",21107
4626,"Heredia Centro",21201
4627,"Ciudad quesada,San Carlos",21202
4628,"El centro de SanRafael de Heredia",21203
4629,"Casa #3 Hatillo 8",21204
4630,"Oroci de Cartago",21205
4631,"Heredia Centro",21301
4632,"Ciudad quesada,San Carlos",21302
4633,"El centro de SanRafael de Heredia",21303
4634,"Casa #3 Hatillo 8",21304
4635,"Oroci de Cartago",21305
4636,"Heredia Centro",21306
4637,"Ciudad quesada,San Carlos",21307
4638,"El centro de SanRafael de Heredia",21308
4639,"Casa #3 Hatillo 8",21401
4640,"Oroci de Cartago",21402
4641,"Heredia Centro",21403
4642,"Ciudad quesada,San Carlos",21404
4643,"El centro de SanRafael de Heredia",21501
4644,"Casa #3 Hatillo 8",21502
4645,"Oroci de Cartago",21503
4646,"Heredia Centro",21504
4647,"Ciudad quesada,San Carlos",21601
4648,"El centro de SanRafael de Heredia",21602
4649,"Casa #3 Hatillo 8",21603
4650,"Oroci de Cartago",30101
4651,"Heredia Centro",30102
4652,"Ciudad quesada,San Carlos",30103
4653,"El centro de SanRafael de Heredia",30104
4654,"Casa #3 Hatillo 8",30105
4655,"Oroci de Cartago",30106
4656,"Heredia Centro",30107
4657,"Ciudad quesada,San Carlos",30108
4658,"El centro de SanRafael de Heredia",30109
4659,"Casa #3 Hatillo 8",30110
4660,"Oroci de Cartago",30111
4661,"Heredia Centro",30201
4662,"Ciudad quesada,San Carlos",30202
4663,"El centro de SanRafael de Heredia",30203
4664,"Casa #3 Hatillo 8",30204
4665,"Oroci de Cartago",30205
4666,"Heredia Centro",30206
4667,"Ciudad quesada,San Carlos",30301
4668,"El centro de SanRafael de Heredia",30302
4669,"Casa #3 Hatillo 8",30303
4670,"Oroci de Cartago",30304
4671,"Heredia Centro",30305
4672,"Ciudad quesada,San Carlos",30306
4673,"El centro de SanRafael de Heredia",30307
4674,"Casa #3 Hatillo 8",30308
4675,"Oroci de Cartago",30401
4676,"Heredia Centro",30402
4677,"Ciudad quesada,San Carlos",30403
4678,"El centro de SanRafael de Heredia",30501
4679,"Casa #3 Hatillo 8",30502
4680,"Oroci de Cartago",30503
4681,"Heredia Centro",30504
4682,"Ciudad quesada,San Carlos",30505
4683,"El centro de SanRafael de Heredia",30506
4684,"Casa #3 Hatillo 8",30507
4685,"Oroci de Cartago",30508
4686,"Heredia Centro",30509
4687,"Ciudad quesada,San Carlos",30510
4688,"El centro de SanRafael de Heredia",30511
4689,"Casa #3 Hatillo 8",30512
4690,"Oroci de Cartago",30601
4691,"Heredia Centro",30602
4692,"Ciudad quesada,San Carlos",30603
4693,"El centro de SanRafael de Heredia",30701
4694,"Casa #3 Hatillo 8",30702
4695,"Oroci de Cartago",30703
4696,"Heredia Centro",30704
4697,"Ciudad quesada,San Carlos",30705
4698,"El centro de SanRafael de Heredia",30801
4699,"Casa #3 Hatillo 8",30802
4700,"Oroci de Cartago",30803
4701,"Heredia Centro",30804
4702,"Ciudad quesada,San Carlos",40101
4703,"El centro de SanRafael de Heredia",40102
4704,"Casa #3 Hatillo 8",40103
4705,"Oroci de Cartago",40104
4706,"Heredia Centro",40105
4707,"Ciudad quesada,San Carlos",40201
4708,"El centro de SanRafael de Heredia",40202
4709,"Casa #3 Hatillo 8",40203
4710,"Oroci de Cartago",40204
4711,"Heredia Centro",40205
4712,"Ciudad quesada,San Carlos",40206
4713,"El centro de SanRafael de Heredia",40301
4714,"Casa #3 Hatillo 8",40302
4715,"Oroci de Cartago",40303
4716,"Heredia Centro",40304
4717,"Ciudad quesada,San Carlos",40305
4718,"El centro de SanRafael de Heredia",40306
4719,"Casa #3 Hatillo 8",40307
4720,"Oroci de Cartago",40308
4721,"Heredia Centro",40401
4722,"Ciudad quesada,San Carlos",40402
4723,"El centro de SanRafael de Heredia",40403
4724,"Casa #3 Hatillo 8",40404
4725,"Oroci de Cartago",40405
4726,"Heredia Centro",40406
4727,"Ciudad quesada,San Carlos",40501
4728,"El centro de SanRafael de Heredia",40502
4729,"Casa #3 Hatillo 8",40503
4730,"Oroci de Cartago",40504
4731,"Heredia Centro",40505
4732,"Ciudad quesada,San Carlos",40601
4733,"El centro de SanRafael de Heredia",40602
4734,"Casa #3 Hatillo 8",40603
4735,"Oroci de Cartago",40604
4736,"Heredia Centro",40701
4737,"Ciudad quesada,San Carlos",40702
4738,"El centro de SanRafael de Heredia",40703
4739,"Casa #3 Hatillo 8",40801
4740,"Oroci de Cartago",40802
4741,"Heredia Centro",40803
4742,"Ciudad quesada,San Carlos",40901
4743,"El centro de SanRafael de Heredia",40902
4744,"Casa #3 Hatillo 8",41001
4745,"Oroci de Cartago",41002
4746,"Heredia Centro",41003
4747,"Ciudad quesada,San Carlos",41004
4748,"El centro de SanRafael de Heredia",41005
4749,"Casa #3 Hatillo 8",50101
4750,"Oroci de Cartago",50102
4751,"Heredia Centro",50103
4752,"Ciudad quesada,San Carlos",50104
4753,"El centro de SanRafael de Heredia",50105
4754,"Casa #3 Hatillo 8",50201
4755,"Oroci de Cartago",50202
4756,"Heredia Centro",50203
4757,"Ciudad quesada,San Carlos",50204
4758,"El centro de SanRafael de Heredia",50205
4759,"Casa #3 Hatillo 8",50206
4760,"Oroci de Cartago",50207
4761,"Heredia Centro",50301
4762,"Ciudad quesada,San Carlos",50302
4763,"El centro de SanRafael de Heredia",50303
4764,"Casa #3 Hatillo 8",50304
4765,"Oroci de Cartago",50305
4766,"Heredia Centro",50306
4767,"Ciudad quesada,San Carlos",50307
4768,"El centro de SanRafael de Heredia",50308
4769,"Casa #3 Hatillo 8",50309
4770,"Oroci de Cartago",50401
4771,"Heredia Centro",50402
4772,"Ciudad quesada,San Carlos",50403
4773,"El centro de SanRafael de Heredia",50404
4774,"Casa #3 Hatillo 8",50501
4775,"Oroci de Cartago",50502
4776,"Heredia Centro",50503
4777,"Ciudad quesada,San Carlos",50504
4778,"El centro de SanRafael de Heredia",50601
4779,"Casa #3 Hatillo 8",50602
4780,"Oroci de Cartago",50603
4781,"Heredia Centro",50604
4782,"Ciudad quesada,San Carlos",50605
4783,"El centro de SanRafael de Heredia",50701
4784,"Casa #3 Hatillo 8",50702
4785,"Oroci de Cartago",50703
4786,"Heredia Centro",50704
4787,"Ciudad quesada,San Carlos",50801
4788,"El centro de SanRafael de Heredia",50802
4789,"Casa #3 Hatillo 8",50803
4790,"Oroci de Cartago",50804
4791,"Heredia Centro",50805
4792,"Ciudad quesada,San Carlos",50806
4793,"El centro de SanRafael de Heredia",50807
4794,"Casa #3 Hatillo 8",50808
4795,"Oroci de Cartago",50901
4796,"Heredia Centro",50902
4797,"Ciudad quesada,San Carlos",50903
4798,"El centro de SanRafael de Heredia",50904
4799,"Casa #3 Hatillo 8",50905
4800,"Oroci de Cartago",50906
4801,"Heredia Centro",51001
4802,"Ciudad quesada,San Carlos",51002
4803,"El centro de SanRafael de Heredia",51003
4804,"Casa #3 Hatillo 8",51004
4805,"Oroci de Cartago",51101
4806,"Heredia Centro",51102
4807,"Ciudad quesada,San Carlos",51103
4808,"El centro de SanRafael de Heredia",51104
4809,"Casa #3 Hatillo 8",51105
4810,"Oroci de Cartago",60101
4811,"Heredia Centro",60102
4812,"Ciudad quesada,San Carlos",60103
4813,"El centro de SanRafael de Heredia",60104
4814,"Casa #3 Hatillo 8",60105
4815,"Oroci de Cartago",60106
4816,"Heredia Centro",60107
4817,"Ciudad quesada,San Carlos",60108
4818,"El centro de SanRafael de Heredia",60110
4819,"Casa #3 Hatillo 8",60111
4820,"Oroci de Cartago",60112
4821,"Heredia Centro",60113
4822,"Ciudad quesada,San Carlos",60114
4823,"El centro de SanRafael de Heredia",60115
4824,"Casa #3 Hatillo 8",60116
4825,"Oroci de Cartago",60201
4826,"Heredia Centro",60202
4827,"Ciudad quesada,San Carlos",60203
4828,"El centro de SanRafael de Heredia",60204
4829,"Casa #3 Hatillo 8",60205
4830,"Oroci de Cartago",60206
4831,"Heredia Centro",60301
4832,"Ciudad quesada,San Carlos",60302
4833,"El centro de SanRafael de Heredia",60303
4834,"Casa #3 Hatillo 8",60304
4835,"Oroci de Cartago",60305
4836,"Heredia Centro",60306
4837,"Ciudad quesada,San Carlos",60307
4838,"El centro de SanRafael de Heredia",60308
4839,"Casa #3 Hatillo 8",60309
4840,"Oroci de Cartago",60401
4841,"Heredia Centro",60402
4842,"Ciudad quesada,San Carlos",60403
4843,"El centro de SanRafael de Heredia",60501
4844,"Casa #3 Hatillo 8",60502
4845,"Oroci de Cartago",60503
4846,"Heredia Centro",60504
4847,"Ciudad quesada,San Carlos",60505
4848,"El centro de SanRafael de Heredia",60506
4849,"Casa #3 Hatillo 8",60601
4850,"Oroci de Cartago",60602
4851,"Heredia Centro",60603
4852,"Ciudad quesada,San Carlos",60701
4853,"El centro de SanRafael de Heredia",60702
4854,"Casa #3 Hatillo 8",60703
4855,"Oroci de Cartago",60704
4856,"Heredia Centro",60801
4857,"Ciudad quesada,San Carlos",60802
4858,"El centro de SanRafael de Heredia",60803
4859,"Casa #3 Hatillo 8",60804
4860,"Oroci de Cartago",60805
4861,"Heredia Centro",60806
4862,"Ciudad quesada,San Carlos",60901
4863,"El centro de SanRafael de Heredia",61001
4864,"Casa #3 Hatillo 8",61002
4865,"Oroci de Cartago",61003
4866,"Heredia Centro",61004
4867,"Ciudad quesada,San Carlos",61101
4868,"El centro de SanRafael de Heredia",61102
4869,"Casa #3 Hatillo 8",61103
4870,"Oroci de Cartago",61201
4871,"Heredia Centro",70101
4872,"Ciudad quesada,San Carlos",70102
4873,"El centro de SanRafael de Heredia",70103
4874,"Casa #3 Hatillo 8",70104
4875,"Oroci de Cartago",70201
4876,"Heredia Centro",70202
4877,"Ciudad quesada,San Carlos",70203
4878,"El centro de SanRafael de Heredia",70204
4879,"Casa #3 Hatillo 8",70205
4880,"Oroci de Cartago",70206
4881,"Heredia Centro",70207
4882,"Ciudad quesada,San Carlos",70301
4883,"El centro de SanRafael de Heredia",70302
4884,"Casa #3 Hatillo 8",70303
4885,"Oroci de Cartago",70304
4886,"Heredia Centro",70305
4887,"Ciudad quesada,San Carlos",70306
4888,"El centro de SanRafael de Heredia",70307
4889,"Casa #3 Hatillo 8",70401
4890,"Oroci de Cartago",70402
4891,"Heredia Centro",70403
4892,"Ciudad quesada,San Carlos",70404
4893,"El centro de SanRafael de Heredia",70501
4894,"Casa #3 Hatillo 8",70502
4895,"Oroci de Cartago",70503
4896,"Heredia Centro",70601
4897,"Ciudad quesada,San Carlos",70602
4898,"El centro de SanRafael de Heredia",70603
4899,"Casa #3 Hatillo 8",70604
4900,"Oroci de Cartago",70605
4901,"Heredia Centro",10101
4902,"Ciudad quesada,San Carlos",10102
4903,"El centro de SanRafael de Heredia",10103
4904,"Casa #3 Hatillo 8",10104
4905,"Oroci de Cartago",10105
4906,"Heredia Centro",10106
4907,"Ciudad quesada,San Carlos",10107
4908,"El centro de SanRafael de Heredia",10108
4909,"Casa #3 Hatillo 8",10109
4910,"Oroci de Cartago",10110
4911,"Heredia Centro",10111
4912,"Ciudad quesada,San Carlos",10201
4913,"El centro de SanRafael de Heredia",10202
4914,"Casa #3 Hatillo 8",10203
4915,"Oroci de Cartago",10301
4916,"Heredia Centro",10302
4917,"Ciudad quesada,San Carlos",10303
4918,"El centro de SanRafael de Heredia",10304
4919,"Casa #3 Hatillo 8",10305
4920,"Oroci de Cartago",10306
4921,"Heredia Centro",10307
4922,"Ciudad quesada,San Carlos",10308
4923,"El centro de SanRafael de Heredia",10309
4924,"Casa #3 Hatillo 8",10310
4925,"Oroci de Cartago",10311
4926,"Heredia Centro",10312
4927,"Ciudad quesada,San Carlos",10313
4928,"El centro de SanRafael de Heredia",10401
4929,"Casa #3 Hatillo 8",10402
4930,"Oroci de Cartago",10403
4931,"Heredia Centro",10404
4932,"Ciudad quesada,San Carlos",10405
4933,"El centro de SanRafael de Heredia",10406
4934,"Casa #3 Hatillo 8",10407
4935,"Oroci de Cartago",10408
4936,"Heredia Centro",10409
4937,"Ciudad quesada,San Carlos",10501
4938,"El centro de SanRafael de Heredia",10502
4939,"Casa #3 Hatillo 8",10503
4940,"Oroci de Cartago",10601
4941,"Heredia Centro",10602
4942,"Ciudad quesada,San Carlos",10603
4943,"El centro de SanRafael de Heredia",10604
4944,"Casa #3 Hatillo 8",10605
4945,"Oroci de Cartago",10606
4946,"Heredia Centro",10607
4947,"Ciudad quesada,San Carlos",10701
4948,"El centro de SanRafael de Heredia",10702
4949,"Casa #3 Hatillo 8",10703
4950,"Oroci de Cartago",10704
4951,"Heredia Centro",10705
4952,"Ciudad quesada,San Carlos",10706
4953,"El centro de SanRafael de Heredia",10707
4954,"Casa #3 Hatillo 8",10801
4955,"Oroci de Cartago",10802
4956,"Heredia Centro",10803
4957,"Ciudad quesada,San Carlos",10804
4958,"El centro de SanRafael de Heredia",10805
4959,"Casa #3 Hatillo 8",10806
4960,"Oroci de Cartago",10807
4961,"Heredia Centro",10901
4962,"Ciudad quesada,San Carlos",10902
4963,"El centro de SanRafael de Heredia",10903
4964,"Casa #3 Hatillo 8",10904
4965,"Oroci de Cartago",10905
4966,"Heredia Centro",10906
4967,"Ciudad quesada,San Carlos",11001
4968,"El centro de SanRafael de Heredia",11002
4969,"Casa #3 Hatillo 8",11003
4970,"Oroci de Cartago",11004
4971,"Heredia Centro",11005
4972,"Ciudad quesada,San Carlos",11101
4973,"El centro de SanRafael de Heredia",11102
4974,"Casa #3 Hatillo 8",11103
4975,"Oroci de Cartago",11104
4976,"Heredia Centro",11105
4977,"Ciudad quesada,San Carlos",11201
4978,"El centro de SanRafael de Heredia",11202
4979,"Casa #3 Hatillo 8",11203
4980,"Oroci de Cartago",11204
4981,"Heredia Centro",11205
4982,"Ciudad quesada,San Carlos",11301
4983,"El centro de SanRafael de Heredia",11302
4984,"Casa #3 Hatillo 8",11303
4985,"Oroci de Cartago",11304
4986,"Heredia Centro",11305
4987,"Ciudad quesada,San Carlos",11401
4988,"El centro de SanRafael de Heredia",11402
4989,"Casa #3 Hatillo 8",11403
4990,"Oroci de Cartago",11501
4991,"Heredia Centro",11502
4992,"Ciudad quesada,San Carlos",11503
4993,"El centro de SanRafael de Heredia",11504
4994,"Casa #3 Hatillo 8",11601
4995,"Oroci de Cartago",11602
4996,"Heredia Centro",11603
4997,"Ciudad quesada,San Carlos",11604
4998,"El centro de SanRafael de Heredia",11605
4999,"Casa #3 Hatillo 8",11701
