"IDFACTURA","IDCARRITO","IDEMPLEADO","FECHAFACTURA","SUBTOTAL","IVA","TOTALFACTURA","IDFORMAPAGO"
3382,3382,421,3/12/2019,3500,1500,3500,3382
3383,3383,422,3/13/2019,5000,1500,5000,3383
3384,3384,423,3/14/2019,15000,1500,15000,3384
3385,3385,424,3/15/2019,28500,1500,28500,3385
3386,3386,425,3/16/2019,2000,1500,2000,3386
3387,3387,426,3/17/2019,3500,1500,3500,3387
3388,3388,427,3/18/2019,5000,1500,5000,3388
3389,3389,428,3/19/2019,15000,1500,15000,3389
3390,3390,429,3/20/2019,28500,1500,28500,3390
3391,3391,430,3/21/2019,2000,1500,2000,3391
3392,3392,431,3/22/2019,3500,1500,3500,3392
3393,3393,432,3/23/2019,5000,1500,5000,3393
3394,3394,433,3/24/2019,15000,1500,15000,3394
3395,3395,434,3/25/2019,28500,1500,28500,3395
3396,3396,435,3/26/2019,2000,1500,2000,3396
3397,3397,436,3/27/2019,3500,1500,3500,3397
3398,3398,437,3/28/2019,5000,1500,5000,3398
3399,3399,438,3/29/2019,15000,1500,15000,3399
3400,3400,439,3/30/2019,28500,1500,28500,3400
3401,3401,440,3/31/2019,2000,1500,2000,3401
3402,3402,441,4/1/2019,3500,1500,3500,3402
3403,3403,442,4/2/2019,5000,1500,5000,3403
3404,3404,443,4/3/2019,15000,1500,15000,3404
3405,3405,444,4/4/2019,28500,1500,28500,3405
3406,3406,445,4/5/2019,2000,1500,2000,3406
3407,3407,446,4/6/2019,3500,1500,3500,3407
3408,3408,447,4/7/2019,5000,1500,5000,3408
3409,3409,448,4/8/2019,15000,1500,15000,3409
3410,3410,449,4/9/2019,28500,1500,28500,3410
3411,3411,450,4/10/2019,2000,1500,2000,3411
3412,3412,451,4/11/2019,3500,1500,3500,3412
3413,3413,452,4/12/2019,5000,1500,5000,3413
3414,3414,453,4/13/2019,15000,1500,15000,3414
3415,3415,454,4/14/2019,28500,1500,28500,3415
3416,3416,455,4/15/2019,2000,1500,2000,3416
3417,3417,456,4/16/2019,3500,1500,3500,3417
3418,3418,457,4/17/2019,5000,1500,5000,3418
3419,3419,458,4/18/2019,15000,1500,15000,3419
3420,3420,459,4/19/2019,28500,1500,28500,3420
3421,3421,460,4/20/2019,2000,1500,2000,3421
3422,3422,461,4/21/2019,3500,1500,3500,3422
3423,3423,462,4/22/2019,5000,1500,5000,3423
3424,3424,463,4/23/2019,15000,1500,15000,3424
3425,3425,464,4/24/2019,28500,1500,28500,3425
3426,3426,465,4/25/2019,2000,1500,2000,3426
3427,3427,466,4/26/2019,3500,1500,3500,3427
3428,3428,467,4/27/2019,5000,1500,5000,3428
3429,3429,468,4/28/2019,15000,1500,15000,3429
3430,3430,469,4/29/2019,28500,1500,28500,3430
3431,3431,470,4/30/2019,2000,1500,2000,3431
3432,3432,471,5/1/2019,3500,1500,3500,3432
3433,3433,472,5/2/2019,5000,1500,5000,3433
3434,3434,473,5/3/2019,15000,1500,15000,3434
3435,3435,474,5/4/2019,28500,1500,28500,3435
3436,3436,475,5/5/2019,2000,1500,2000,3436
3437,3437,476,5/6/2019,3500,1500,3500,3437
3438,3438,477,5/7/2019,5000,1500,5000,3438
3439,3439,478,5/8/2019,15000,1500,15000,3439
3440,3440,479,5/9/2019,28500,1500,28500,3440
3441,3441,480,5/10/2019,2000,1500,2000,3441
3442,3442,481,5/11/2019,3500,1500,3500,3442
3443,3443,482,5/12/2019,5000,1500,5000,3443
3444,3444,483,5/13/2019,15000,1500,15000,3444
3445,3445,484,5/14/2019,28500,1500,28500,3445
3446,3446,485,5/15/2019,2000,1500,2000,3446
3447,3447,486,5/16/2019,3500,1500,3500,3447
3448,3448,487,5/17/2019,5000,1500,5000,3448
3449,3449,488,5/18/2019,15000,1500,15000,3449
3450,3450,489,5/19/2019,28500,1500,28500,3450
3451,3451,490,5/20/2019,2000,1500,2000,3451
3452,3452,491,5/21/2019,3500,1500,3500,3452
3453,3453,492,5/22/2019,5000,1500,5000,3453
3454,3454,493,5/23/2019,15000,1500,15000,3454
3455,3455,494,5/24/2019,28500,1500,28500,3455
3456,3456,495,5/25/2019,2000,1500,2000,3456
3457,3457,496,5/26/2019,3500,1500,3500,3457
3458,3458,497,5/27/2019,5000,1500,5000,3458
3459,3459,498,5/28/2019,15000,1500,15000,3459
3460,3460,499,5/29/2019,28500,1500,28500,3460
3461,3461,500,5/30/2019,2000,1500,2000,3461
3462,3462,501,5/31/2019,3500,1500,3500,3462
3463,3463,502,6/1/2019,5000,1500,5000,3463
3464,3464,503,6/2/2019,15000,1500,15000,3464
3465,3465,504,6/3/2019,28500,1500,28500,3465
3466,3466,505,6/4/2019,2000,1500,2000,3466
3467,3467,506,6/5/2019,3500,1500,3500,3467
3468,3468,507,6/6/2019,5000,1500,5000,3468
3469,3469,508,6/7/2019,15000,1500,15000,3469
3470,3470,509,6/8/2019,28500,1500,28500,3470
3471,3471,510,6/9/2019,2000,1500,2000,3471
3472,3472,511,6/10/2019,3500,1500,3500,3472
3473,3473,512,6/11/2019,5000,1500,5000,3473
3474,3474,513,6/12/2019,15000,1500,15000,3474
3475,3475,514,6/13/2019,28500,1500,28500,3475
3476,3476,515,6/14/2019,2000,1500,2000,3476
3477,3477,516,6/15/2019,3500,1500,3500,3477
3478,3478,517,6/16/2019,5000,1500,5000,3478
3479,3479,518,6/17/2019,15000,1500,15000,3479
3480,3480,519,6/18/2019,28500,1500,28500,3480
3481,3481,520,6/19/2019,2000,1500,2000,3481
3482,3482,521,6/20/2019,3500,1500,3500,3482
3483,3483,522,6/21/2019,5000,1500,5000,3483
3484,3484,523,6/22/2019,15000,1500,15000,3484
3485,3485,524,6/23/2019,2000,1500,2000,3485
3486,3486,525,6/24/2019,3500,1500,3500,3486
3487,3487,526,6/25/2019,5000,1500,5000,3487
3488,3488,527,6/26/2019,15000,1500,15000,3488
3489,3489,528,6/27/2019,28500,1500,28500,3489
3490,3490,529,6/28/2019,2000,1500,2000,3490
3491,3491,530,6/29/2019,3500,1500,3500,3491
3492,3492,531,6/30/2019,5000,1500,5000,3492
3493,3493,532,7/1/2019,15000,1500,15000,3493
3494,3494,533,7/2/2019,28500,1500,28500,3494
3495,3495,534,7/3/2019,2000,1500,2000,3495
3496,3496,535,7/4/2019,3500,1500,3500,3496
3497,3497,536,7/5/2019,5000,1500,5000,3497
3498,3498,537,7/6/2019,15000,1500,15000,3498
3499,3499,538,7/7/2019,28500,1500,28500,3499
3500,3500,539,7/8/2019,2000,1500,2000,3500
3501,3501,540,7/9/2019,3500,1500,3500,3501
3502,3502,541,7/10/2019,5000,1500,5000,3502
3503,3503,542,7/11/2019,15000,1500,15000,3503
3504,3504,543,7/12/2019,28500,1500,28500,3504
3505,3505,544,7/13/2019,2000,1500,2000,3505
3506,3506,545,7/14/2019,3500,1500,3500,3506
3507,3507,546,7/15/2019,5000,1500,5000,3507
3508,3508,547,7/16/2019,15000,1500,15000,3508
3509,3509,548,7/17/2019,28500,1500,28500,3509
3510,3510,549,7/18/2019,2000,1500,2000,3510
3511,3511,550,7/19/2019,3500,1500,3500,3511
3512,3512,551,7/20/2019,5000,1500,5000,3512
3513,3513,552,7/21/2019,15000,1500,15000,3513
3514,3514,553,7/22/2019,28500,1500,28500,3514
3515,3515,554,7/23/2019,2000,1500,2000,3515
3516,3516,555,7/24/2019,3500,1500,3500,3516
3517,3517,556,7/25/2019,5000,1500,5000,3517
3518,3518,557,7/26/2019,15000,1500,15000,3518
3519,3519,558,7/27/2019,28500,1500,28500,3519
3520,3520,559,7/28/2019,2000,1500,2000,3520
3521,3521,560,7/29/2019,3500,1500,3500,3521
3522,3522,561,7/30/2019,5000,1500,5000,3522
3523,3523,562,7/31/2019,15000,1500,15000,3523
3524,3524,563,8/1/2019,28500,1500,28500,3524
3525,3525,564,8/2/2019,2000,1500,2000,3525
3526,3526,565,8/3/2019,3500,1500,3500,3526
3527,3527,566,8/4/2019,5000,1500,5000,3527
3528,3528,567,8/5/2019,15000,1500,15000,3528
3529,3529,568,8/6/2019,28500,1500,28500,3529
3530,3530,569,8/7/2019,2000,1500,2000,3530
3531,3531,570,8/8/2019,3500,1500,3500,3531
3532,3532,571,8/9/2019,5000,1500,5000,3532
3533,3533,572,8/10/2019,15000,1500,15000,3533
3534,3534,573,8/11/2019,28500,1500,28500,3534
3535,3535,574,8/12/2019,2000,1500,2000,3535
3536,3536,575,8/13/2019,3500,1500,3500,3536
3537,3537,576,8/14/2019,5000,1500,5000,3537
3538,3538,577,8/15/2019,15000,1500,15000,3538
3539,3539,578,8/16/2019,28500,1500,28500,3539
3540,3540,579,8/17/2019,2000,1500,2000,3540
3541,3541,580,8/18/2019,3500,1500,3500,3541
3542,3542,581,8/19/2019,5000,1500,5000,3542
3543,3543,582,8/20/2019,15000,1500,15000,3543
3544,3544,583,8/21/2019,28500,1500,28500,3544
3545,3545,584,8/22/2019,2000,1500,2000,3545
3546,3546,585,8/23/2019,3500,1500,3500,3546
3547,3547,586,8/24/2019,5000,1500,5000,3547
3548,3548,587,8/25/2019,15000,1500,15000,3548
3549,3549,588,8/26/2019,28500,1500,28500,3549
3550,3550,589,8/27/2019,2000,1500,2000,3550
3551,3551,590,8/28/2019,3500,1500,3500,3551
3552,3552,591,8/29/2019,5000,1500,5000,3552
3553,3553,592,8/30/2019,15000,1500,15000,3553
3554,3554,593,8/31/2019,28500,1500,28500,3554
3555,3555,594,9/1/2019,2000,1500,2000,3555
3556,3556,595,9/2/2019,3500,1500,3500,3556
3557,3557,596,9/3/2019,5000,1500,5000,3557
3558,3558,597,9/4/2019,15000,1500,15000,3558
3559,3559,598,9/5/2019,28500,1500,28500,3559
3560,3560,599,9/6/2019,2000,1500,2000,3560
3561,3561,600,9/7/2019,3500,1500,3500,3561
3562,3562,601,9/8/2019,5000,1500,5000,3562
3563,3563,602,9/9/2019,15000,1500,15000,3563
3564,3564,603,9/10/2019,28500,1500,28500,3564
3565,3565,604,9/11/2019,2000,1500,2000,3565
3566,3566,605,9/12/2019,3500,1500,3500,3566
3567,3567,606,9/13/2019,5000,1500,5000,3567
3568,3568,607,9/14/2019,15000,1500,15000,3568
3569,3569,608,9/15/2019,28500,1500,28500,3569
3570,3570,609,9/16/2019,2000,1500,2000,3570
3571,3571,610,9/17/2019,3500,1500,3500,3571
3572,3572,611,9/18/2019,5000,1500,5000,3572
3573,3573,612,9/19/2019,15000,1500,15000,3573
3574,3574,613,9/20/2019,28500,1500,28500,3574
3575,3575,614,9/21/2019,2000,1500,2000,3575
3576,3576,615,9/22/2019,3500,1500,3500,3576
3577,3577,616,9/23/2019,5000,1500,5000,3577
3578,3578,617,9/24/2019,15000,1500,15000,3578
3579,3579,618,9/25/2019,28500,1500,28500,3579
3580,3580,619,9/26/2019,2000,1500,2000,3580
3581,3581,620,9/27/2019,3500,1500,3500,3581
3582,3582,621,9/28/2019,5000,1500,5000,3582
3583,3583,622,9/29/2019,15000,1500,15000,3583
3584,3584,623,9/30/2019,28500,1500,28500,3584
3585,3585,624,10/1/2019,2000,1500,2000,3585
3586,3586,625,10/2/2019,3500,1500,3500,3586
3587,3587,626,10/3/2019,5000,1500,5000,3587
3588,3588,627,10/4/2019,15000,1500,15000,3588
3589,3589,628,10/5/2019,28500,1500,28500,3589
3590,3590,629,10/6/2019,2000,1500,2000,3590
3591,3591,630,10/7/2019,3500,1500,3500,3591
3592,3592,631,10/8/2019,5000,1500,5000,3592
3593,3593,632,10/9/2019,15000,1500,15000,3593
3594,3594,633,10/10/2019,28500,1500,28500,3594
3595,3595,634,10/11/2019,2000,1500,2000,3595
3596,3596,635,10/12/2019,3500,1500,3500,3596
3597,3597,636,10/13/2019,5000,1500,5000,3597
3598,3598,637,10/14/2019,15000,1500,15000,3598
3599,3599,638,10/15/2019,28500,1500,28500,3599
3600,3600,639,10/16/2019,2000,1500,2000,3600
3601,3601,640,10/17/2019,3500,1500,3500,3601
3602,3602,641,10/18/2019,5000,1500,5000,3602
3603,3603,642,10/19/2019,15000,1500,15000,3603
3604,3604,643,10/20/2019,28500,1500,28500,3604
3605,3605,644,10/21/2019,2000,1500,2000,3605
3606,3606,645,10/22/2019,3500,1500,3500,3606
3607,3607,646,10/23/2019,5000,1500,5000,3607
3608,3608,647,10/24/2019,15000,1500,15000,3608
3609,3609,648,10/25/2019,28500,1500,28500,3609
3610,3610,649,10/26/2019,2000,1500,2000,3610
3611,3611,650,10/27/2019,3500,1500,3500,3611
3612,3612,651,10/28/2019,5000,1500,5000,3612
3613,3613,652,10/29/2019,15000,1500,15000,3613
3614,3614,653,10/30/2019,28500,1500,28500,3614
3615,3615,654,10/31/2019,2000,1500,2000,3615
3616,3616,655,11/1/2019,3500,1500,3500,3616
3617,3617,656,11/2/2019,5000,1500,5000,3617
3618,3618,657,11/3/2019,15000,1500,15000,3618
3619,3619,658,11/4/2019,28500,1500,28500,3619
3620,3620,659,11/5/2019,2000,1500,2000,3620
3621,3621,660,11/6/2019,3500,1500,3500,3621
3622,3622,661,11/7/2019,5000,1500,5000,3622
3623,3623,662,11/8/2019,15000,1500,15000,3623
3624,3624,663,11/9/2019,28500,1500,28500,3624
3625,3625,664,11/10/2019,2000,1500,2000,3625
3626,3626,665,11/11/2019,3500,1500,3500,3626
3627,3627,666,11/12/2019,5000,1500,5000,3627
3628,3628,667,11/13/2019,15000,1500,15000,3628
3629,3629,668,11/14/2019,28500,1500,28500,3629
3630,3630,669,11/15/2019,2000,1500,2000,3630
3631,3631,670,11/16/2019,3500,1500,3500,3631
3632,3632,671,11/17/2019,5000,1500,5000,3632
3633,3633,672,11/18/2019,15000,1500,15000,3633
3634,3634,673,11/19/2019,28500,1500,28500,3634
3635,3635,674,11/20/2019,2000,1500,2000,3635
3636,3636,675,11/21/2019,3500,1500,3500,3636
3637,3637,676,11/22/2019,5000,1500,5000,3637
3638,3638,677,11/23/2019,15000,1500,15000,3638
3639,3639,678,11/24/2019,28500,1500,28500,3639
3640,3640,679,11/25/2019,2000,1500,2000,3640
3641,3641,680,11/26/2019,3500,1500,3500,3641
3642,3642,681,11/27/2019,5000,1500,5000,3642
3643,3643,682,11/28/2019,15000,1500,15000,3643
3644,3644,683,11/29/2019,28500,1500,28500,3644
3645,3645,684,11/30/2019,2000,1500,2000,3645
3646,3646,685,12/1/2019,3500,1500,3500,3646
3647,3647,686,12/2/2019,5000,1500,5000,3647
3648,3648,687,12/3/2019,15000,1500,15000,3648
3649,3649,688,12/4/2019,28500,1500,28500,3649
3650,3650,689,12/5/2019,2000,1500,2000,3650
3651,3651,690,12/6/2019,3500,1500,3500,3651
3652,3652,691,12/7/2019,5000,1500,5000,3652
3653,3653,692,12/8/2019,15000,1500,15000,3653
3654,3654,693,12/9/2019,28500,1500,28500,3654
3655,3655,694,12/10/2019,2000,1500,2000,3655
3656,3656,695,12/11/2019,3500,1500,3500,3656
3657,3657,696,12/12/2019,5000,1500,5000,3657
3658,3658,697,12/13/2019,15000,1500,15000,3658
3659,3659,698,12/14/2019,28500,1500,28500,3659
3660,3660,699,12/15/2019,2000,1500,2000,3660
3661,3661,700,12/16/2019,3500,1500,3500,3661
3662,3662,701,12/17/2019,5000,1500,5000,3662
3663,3663,702,12/18/2019,15000,1500,15000,3663
3664,3664,703,12/19/2019,2000,1500,2000,3664
3665,3665,704,12/20/2019,3500,1500,3500,3665
3666,3666,705,12/21/2019,5000,1500,5000,3666
3667,3667,706,12/22/2019,15000,1500,15000,3667
3668,3668,707,12/23/2019,28500,1500,28500,3668
3669,3669,708,12/24/2019,2000,1500,2000,3669
3670,3670,709,12/25/2019,3500,1500,3500,3670
3671,3671,710,12/26/2019,5000,1500,5000,3671
3672,3672,711,12/27/2019,15000,1500,15000,3672
3673,3673,712,12/28/2019,28500,1500,28500,3673
3674,3674,713,12/29/2019,2000,1500,2000,3674
3675,3675,714,12/30/2019,3500,1500,3500,3675
3676,3676,715,12/31/2019,5000,1500,5000,3676
3677,3677,716,1/1/2020,15000,1500,15000,3677
3678,3678,717,1/2/2020,28500,1500,28500,3678
3679,3679,718,1/3/2020,2000,1500,2000,3679
3680,3680,719,1/4/2020,3500,1500,3500,3680
3681,3681,720,1/5/2020,5000,1500,5000,3681
3682,3682,721,1/6/2020,15000,1500,15000,3682
3683,3683,722,1/7/2020,28500,1500,28500,3683
3684,3684,723,1/8/2020,2000,1500,2000,3684
3685,3685,724,1/9/2020,3500,1500,3500,3685
3686,3686,725,1/10/2020,5000,1500,5000,3686
3687,3687,726,1/11/2020,15000,1500,15000,3687
3688,3688,727,1/12/2020,28500,1500,28500,3688
3689,3689,728,1/13/2020,2000,1500,2000,3689
3690,3690,729,1/14/2020,3500,1500,3500,3690
3691,3691,730,1/15/2020,5000,1500,5000,3691
3692,3692,731,1/16/2020,15000,1500,15000,3692
3693,3693,732,1/17/2020,28500,1500,28500,3693
3694,3694,733,1/18/2020,2000,1500,2000,3694
3695,3695,734,1/19/2020,3500,1500,3500,3695
3696,3696,735,1/20/2020,5000,1500,5000,3696
3697,3697,736,1/21/2020,15000,1500,15000,3697
3698,3698,737,1/22/2020,28500,1500,28500,3698
3699,3699,738,1/23/2020,2000,1500,2000,3699
3700,3700,739,1/24/2020,3500,1500,3500,3700
3701,3701,740,1/25/2020,5000,1500,5000,3701
3702,3702,741,1/26/2020,15000,1500,15000,3702
3703,3703,742,1/27/2020,28500,1500,28500,3703
3704,3704,743,1/28/2020,2000,1500,2000,3704
3705,3705,744,1/29/2020,3500,1500,3500,3705
3706,3706,745,1/30/2020,5000,1500,5000,3706
3707,3707,746,1/31/2020,15000,1500,15000,3707
3708,3708,747,2/1/2020,28500,1500,28500,3708
3709,3709,748,2/2/2020,2000,1500,2000,3709
3710,3710,749,2/3/2020,3500,1500,3500,3710
3711,3711,750,2/4/2020,5000,1500,5000,3711
3712,3712,751,2/5/2020,15000,1500,15000,3712
3713,3713,752,2/6/2020,28500,1500,28500,3713
3714,3714,753,2/7/2020,2000,1500,2000,3714
3715,3715,754,2/8/2020,3500,1500,3500,3715
3716,3716,755,2/9/2020,5000,1500,5000,3716
3717,3717,756,2/10/2020,15000,1500,15000,3717
3718,3718,757,2/11/2020,28500,1500,28500,3718
3719,3719,758,2/12/2020,2000,1500,2000,3719
3720,3720,759,2/13/2020,3500,1500,3500,3720
3721,3721,760,2/14/2020,5000,1500,5000,3721
3722,3722,761,2/15/2020,15000,1500,15000,3722
3723,3723,762,2/16/2020,28500,1500,28500,3723
3724,3724,763,2/17/2020,2000,1500,2000,3724
3725,3725,764,2/18/2020,3500,1500,3500,3725
3726,3726,765,2/19/2020,5000,1500,5000,3726
3727,3727,766,2/20/2020,15000,1500,15000,3727
3728,3728,767,2/21/2020,28500,1500,28500,3728
3729,3729,768,2/22/2020,2000,1500,2000,3729
3730,3730,769,2/23/2020,3500,1500,3500,3730
3731,3731,770,2/24/2020,5000,1500,5000,3731
3732,3732,771,2/25/2020,15000,1500,15000,3732
3733,3733,772,2/26/2020,28500,1500,28500,3733
3734,3734,773,2/27/2020,2000,1500,2000,3734
3735,3735,774,2/28/2020,3500,1500,3500,3735
3736,3736,775,2/29/2020,5000,1500,5000,3736
3737,3737,776,3/1/2020,15000,1500,15000,3737
3738,3738,777,3/2/2020,28500,1500,28500,3738
3739,3739,778,3/3/2020,2000,1500,2000,3739
3740,3740,779,3/4/2020,3500,1500,3500,3740
3741,3741,780,3/5/2020,5000,1500,5000,3741
3742,3742,781,3/6/2020,15000,1500,15000,3742
3743,3743,782,3/7/2020,28500,1500,28500,3743
3744,3744,783,3/8/2020,2000,1500,2000,3744
3745,3745,784,3/9/2020,3500,1500,3500,3745
3746,3746,785,3/10/2020,5000,1500,5000,3746
3747,3747,786,3/11/2020,15000,1500,15000,3747
3748,3748,787,3/12/2020,28500,1500,28500,3748
3749,3749,788,3/13/2020,2000,1500,2000,3749
3750,3750,789,3/14/2020,3500,1500,3500,3750
3751,3751,790,3/15/2020,5000,1500,5000,3751
3752,3752,791,3/16/2020,15000,1500,15000,3752
3753,3753,792,3/17/2020,28500,1500,28500,3753
3754,3754,793,3/18/2020,2000,1500,2000,3754
3755,3755,794,3/19/2020,3500,1500,3500,3755
3756,3756,795,3/20/2020,5000,1500,5000,3756
3757,3757,796,3/21/2020,15000,1500,15000,3757
3758,3758,797,3/22/2020,28500,1500,28500,3758
3759,3759,798,3/23/2020,2000,1500,2000,3759
3760,3760,799,3/24/2020,3500,1500,3500,3760
3761,3761,800,3/25/2020,5000,1500,5000,3761
3762,3762,801,3/26/2020,15000,1500,15000,3762
3763,3763,802,3/27/2020,28500,1500,28500,3763
3764,3764,803,3/28/2020,2000,1500,2000,3764
3765,3765,804,3/29/2020,3500,1500,3500,3765
3766,3766,805,3/30/2020,5000,1500,5000,3766
3767,3767,806,3/31/2020,15000,1500,15000,3767
3768,3768,807,4/1/2020,28500,1500,28500,3768
3769,3769,808,4/2/2020,2000,1500,2000,3769
3770,3770,809,4/3/2020,3500,1500,3500,3770
3771,3771,810,4/4/2020,5000,1500,5000,3771
3772,3772,811,4/5/2020,15000,1500,15000,3772
3773,3773,812,4/6/2020,28500,1500,28500,3773
3774,3774,813,4/7/2020,2000,1500,2000,3774
3775,3775,814,4/8/2020,3500,1500,3500,3775
3776,3776,815,4/9/2020,5000,1500,5000,3776
3777,3777,816,4/10/2020,15000,1500,15000,3777
3778,3778,817,4/11/2020,28500,1500,28500,3778
3779,3779,818,4/12/2020,2000,1500,2000,3779
3780,3780,819,4/13/2020,3500,1500,3500,3780
3781,3781,820,4/14/2020,5000,1500,5000,3781
3782,3782,821,4/15/2020,15000,1500,15000,3782
3783,3783,822,4/16/2020,28500,1500,28500,3783
3784,3784,823,4/17/2020,2000,1500,2000,3784
3785,3785,824,4/18/2020,3500,1500,3500,3785
3786,3786,825,4/19/2020,5000,1500,5000,3786
3787,3787,826,4/20/2020,15000,1500,15000,3787
3788,3788,827,4/21/2020,28500,1500,28500,3788
3789,3789,828,4/22/2020,2000,1500,2000,3789
3790,3790,829,4/23/2020,3500,1500,3500,3790
3791,3791,830,4/24/2020,5000,1500,5000,3791
3792,3792,831,4/25/2020,15000,1500,15000,3792
3793,3793,832,4/26/2020,28500,1500,28500,3793
3794,3794,833,4/27/2020,2000,1500,2000,3794
3795,3795,834,4/28/2020,3500,1500,3500,3795
3796,3796,835,4/29/2020,5000,1500,5000,3796
3797,3797,836,4/30/2020,15000,1500,15000,3797
3798,3798,837,5/1/2020,28500,1500,28500,3798
3799,3799,838,5/2/2020,2000,1500,2000,3799
3800,3800,839,5/3/2020,3500,1500,3500,3800
3801,3801,840,5/4/2020,5000,1500,5000,3801
3802,3802,841,5/5/2020,15000,1500,15000,3802
3803,3803,842,5/6/2020,28500,1500,28500,3803
3804,3804,843,5/7/2020,2000,1500,2000,3804
3805,3805,844,5/8/2020,3500,1500,3500,3805
3806,3806,845,5/9/2020,5000,1500,5000,3806
3807,3807,846,5/10/2020,15000,1500,15000,3807
3808,3808,847,5/11/2020,28500,1500,28500,3808
3809,3809,848,5/12/2020,2000,1500,2000,3809
3810,3810,849,5/13/2020,3500,1500,3500,3810
3811,3811,850,5/14/2020,5000,1500,5000,3811
3812,3812,851,5/15/2020,15000,1500,15000,3812
3813,3813,852,5/16/2020,28500,1500,28500,3813
3814,3814,853,5/17/2020,2000,1500,2000,3814
3815,3815,854,5/18/2020,3500,1500,3500,3815
3816,3816,855,5/19/2020,5000,1500,5000,3816
3817,3817,856,5/20/2020,15000,1500,15000,3817
3818,3818,857,5/21/2020,28500,1500,28500,3818
3819,3819,858,5/22/2020,2000,1500,2000,3819
3820,3820,859,5/23/2020,3500,1500,3500,3820
3821,3821,860,5/24/2020,5000,1500,5000,3821
3822,3822,861,5/25/2020,15000,1500,15000,3822
3823,3823,862,5/26/2020,28500,1500,28500,3823
3824,3824,863,5/27/2020,2000,1500,2000,3824
3825,3825,864,5/28/2020,3500,1500,3500,3825
3826,3826,865,5/29/2020,5000,1500,5000,3826
3827,3827,866,5/30/2020,15000,1500,15000,3827
3828,3828,867,5/31/2020,28500,1500,28500,3828
3829,3829,868,6/1/2020,2000,1500,2000,3829
3830,3830,869,6/2/2020,3500,1500,3500,3830
3831,3831,870,6/3/2020,5000,1500,5000,3831
3832,3832,871,6/4/2020,2000,1500,2000,3832
3833,3833,872,6/5/2020,3500,1500,3500,3833
3834,3834,873,6/6/2020,5000,1500,5000,3834
3835,3835,874,6/7/2020,15000,1500,15000,3835
3836,3836,875,6/8/2020,28500,1500,28500,3836
3837,3837,876,6/9/2020,2000,1500,2000,3837
3838,3838,877,6/10/2020,3500,1500,3500,3838
3839,3839,878,6/11/2020,5000,1500,5000,3839
3840,3840,879,6/12/2020,15000,1500,15000,3840
3841,3841,880,6/13/2020,28500,1500,28500,3841
3842,3842,881,6/14/2020,2000,1500,2000,3842
3843,3843,882,6/15/2020,3500,1500,3500,3843
3844,3844,883,6/16/2020,5000,1500,5000,3844
3845,3845,884,6/17/2020,15000,1500,15000,3845
3846,3846,885,6/18/2020,28500,1500,28500,3846
3847,3847,886,6/19/2020,2000,1500,2000,3847
3848,3848,887,6/20/2020,3500,1500,3500,3848
3849,3849,888,6/21/2020,5000,1500,5000,3849
3850,3850,889,6/22/2020,15000,1500,15000,3850
3851,3851,890,6/23/2020,28500,1500,28500,3851
3852,3852,891,6/24/2020,2000,1500,2000,3852
3853,3853,892,6/25/2020,3500,1500,3500,3853
3854,3854,893,6/26/2020,5000,1500,5000,3854
3855,3855,894,6/27/2020,15000,1500,15000,3855
3856,3856,895,6/28/2020,28500,1500,28500,3856
3857,3857,896,6/29/2020,2000,1500,2000,3857
3858,3858,897,6/30/2020,3500,1500,3500,3858
3859,3859,898,7/1/2020,5000,1500,5000,3859
3860,3860,899,7/2/2020,15000,1500,15000,3860
3861,3861,900,7/3/2020,28500,1500,28500,3861
3862,3862,901,7/4/2020,2000,1500,2000,3862
3863,3863,902,7/5/2020,3500,1500,3500,3863
3864,3864,903,7/6/2020,5000,1500,5000,3864
3865,3865,904,7/7/2020,15000,1500,15000,3865
3866,3866,905,7/8/2020,28500,1500,28500,3866
3867,3867,906,7/9/2020,2000,1500,2000,3867
3868,3868,907,7/10/2020,3500,1500,3500,3868
3869,3869,908,7/11/2020,5000,1500,5000,3869
3870,3870,909,7/12/2020,15000,1500,15000,3870
3871,3871,910,7/13/2020,28500,1500,28500,3871
3872,3872,911,7/14/2020,2000,1500,2000,3872
3873,3873,912,7/15/2020,3500,1500,3500,3873
3874,3874,913,7/16/2020,5000,1500,5000,3874
