IDENVIO,IDDETALLEVENTA,IDCLIENTE,ESTADOENVIO,FECHA
5684,5684,5684,ENTREGADO,8/10/2012
5685,5685,5685,EN PROCESO,8/11/2012
5686,5686,5686,EN PROCESO,8/12/2012
5687,5687,5687,ENTREGADO,8/13/2012
5688,5688,5688,EN PROCESO,8/14/2012
5689,5689,5689,ENTREGADO,8/15/2012
5690,5690,5690,EN PROCESO,8/16/2012
5691,5691,5691,EN PROCESO,8/17/2012
5692,5692,5692,ENTREGADO,8/18/2012
5693,5693,5693,EN PROCESO,8/19/2012
5694,5694,5694,ENTREGADO,8/20/2012
5695,5695,5695,EN PROCESO,8/21/2012
5696,5696,5696,EN PROCESO,8/22/2012
5697,5697,5697,ENTREGADO,8/23/2012
5698,5698,5698,EN PROCESO,8/24/2012
5699,5699,5699,ENTREGADO,8/25/2012
5700,5700,5700,EN PROCESO,8/26/2012
5701,5701,5701,EN PROCESO,8/27/2012
5702,5702,5702,ENTREGADO,8/28/2012
5703,5703,5703,EN PROCESO,8/29/2012
5704,5704,5704,ENTREGADO,8/30/2012
5705,5705,5705,EN PROCESO,8/31/2012
5706,5706,5706,EN PROCESO,9/1/2012
5707,5707,5707,ENTREGADO,9/2/2012
5708,5708,5708,EN PROCESO,9/3/2012
5709,5709,5709,ENTREGADO,9/4/2012
5710,5710,5710,EN PROCESO,9/5/2012
5711,5711,5711,EN PROCESO,9/6/2012
5712,5712,5712,ENTREGADO,9/7/2012
5713,5713,5713,EN PROCESO,9/8/2012
5714,5714,5714,ENTREGADO,9/9/2012
5715,5715,5715,EN PROCESO,9/10/2012
5716,5716,5716,EN PROCESO,9/11/2012
5717,5717,5717,ENTREGADO,9/12/2012
5718,5718,5718,EN PROCESO,9/13/2012
5719,5719,5719,ENTREGADO,9/14/2012
5720,5720,5720,EN PROCESO,9/15/2012
5721,5721,5721,EN PROCESO,9/16/2012
5722,5722,5722,ENTREGADO,9/17/2012
5723,5723,5723,EN PROCESO,9/18/2012
5724,5724,5724,ENTREGADO,9/19/2012
5725,5725,5725,EN PROCESO,9/20/2012
5726,5726,5726,EN PROCESO,9/21/2012
5727,5727,5727,ENTREGADO,9/22/2012
5728,5728,5728,EN PROCESO,9/23/2012
5729,5729,5729,ENTREGADO,9/24/2012
5730,5730,5730,EN PROCESO,9/25/2012
5731,5731,5731,EN PROCESO,9/26/2012
5732,5732,5732,ENTREGADO,9/27/2012
5733,5733,5733,EN PROCESO,9/28/2012
5734,5734,5734,ENTREGADO,9/29/2012
5735,5735,5735,EN PROCESO,9/30/2012
5736,5736,5736,EN PROCESO,10/1/2012
5737,5737,5737,ENTREGADO,10/2/2012
5738,5738,5738,EN PROCESO,10/3/2012
5739,5739,5739,ENTREGADO,10/4/2012
5740,5740,5740,EN PROCESO,10/5/2012
5741,5741,5741,EN PROCESO,10/6/2012
5742,5742,5742,ENTREGADO,10/7/2012
5743,5743,5743,EN PROCESO,10/8/2012
5744,5744,5744,ENTREGADO,10/9/2012
5745,5745,5745,EN PROCESO,10/10/2012
5746,5746,5746,EN PROCESO,10/11/2012
5747,5747,5747,ENTREGADO,10/12/2012
5748,5748,5748,EN PROCESO,10/13/2012
5749,5749,5749,ENTREGADO,10/14/2012
5750,5750,5750,EN PROCESO,10/15/2012
5751,5751,5751,EN PROCESO,10/16/2012
5752,5752,5752,ENTREGADO,10/17/2012
5753,5753,5753,EN PROCESO,10/18/2012
5754,5754,5754,ENTREGADO,10/19/2012
5755,5755,5755,EN PROCESO,10/20/2012
5756,5756,5756,EN PROCESO,10/21/2012
5757,5757,5757,ENTREGADO,10/22/2012
5758,5758,5758,EN PROCESO,10/23/2012
5759,5759,5759,ENTREGADO,10/24/2012
5760,5760,5760,EN PROCESO,10/25/2012
5761,5761,5761,EN PROCESO,10/26/2012
5762,5762,5762,ENTREGADO,10/27/2012
5763,5763,5763,EN PROCESO,10/28/2012
5764,5764,5764,ENTREGADO,10/29/2012
5765,5765,5765,EN PROCESO,10/30/2012
5766,5766,5766,EN PROCESO,10/31/2012
5767,5767,5767,ENTREGADO,11/1/2012
5768,5768,5768,EN PROCESO,11/2/2012
5769,5769,5769,ENTREGADO,11/3/2012
5770,5770,5770,EN PROCESO,11/4/2012
5771,5771,5771,EN PROCESO,11/5/2012
5772,5772,5772,ENTREGADO,11/6/2012
5773,5773,5773,EN PROCESO,11/7/2012
5774,5774,5774,ENTREGADO,11/8/2012
5775,5775,5775,EN PROCESO,11/9/2012
5776,5776,5776,EN PROCESO,11/10/2012
5777,5777,5777,ENTREGADO,11/11/2012
5778,5778,5778,EN PROCESO,11/12/2012
5779,5779,5779,ENTREGADO,11/13/2012
5780,5780,5780,EN PROCESO,11/14/2012
5781,5781,5781,EN PROCESO,11/15/2012
5782,5782,5782,ENTREGADO,11/16/2012
5783,5783,5783,EN PROCESO,11/17/2012
5784,5784,5784,ENTREGADO,11/18/2012
5785,5785,5785,EN PROCESO,11/19/2012
5786,5786,5786,EN PROCESO,11/20/2012
5787,5787,5787,ENTREGADO,11/21/2012
5788,5788,5788,EN PROCESO,11/22/2012
5789,5789,5789,ENTREGADO,11/23/2012
5790,5790,5790,EN PROCESO,11/24/2012
5791,5791,5791,EN PROCESO,11/25/2012
5792,5792,5792,ENTREGADO,11/26/2012
5793,5793,5793,EN PROCESO,11/27/2012
5794,5794,5794,ENTREGADO,11/28/2012
5795,5795,5795,EN PROCESO,11/29/2012
5796,5796,5796,EN PROCESO,11/30/2012
5797,5797,5797,ENTREGADO,12/1/2012
5798,5798,5798,EN PROCESO,12/2/2012
5799,5799,5799,ENTREGADO,12/3/2012
5800,5800,5800,EN PROCESO,12/4/2012
5801,5801,5801,EN PROCESO,12/5/2012
5802,5802,5802,ENTREGADO,12/6/2012
5803,5803,5803,EN PROCESO,12/7/2012
5804,5804,5804,ENTREGADO,12/8/2012
5805,5805,5805,EN PROCESO,12/9/2012
5806,5806,5806,EN PROCESO,12/10/2012
5807,5807,5807,ENTREGADO,12/11/2012
5808,5808,5808,EN PROCESO,12/12/2012
5809,5809,5809,ENTREGADO,12/13/2012
5810,5810,5810,EN PROCESO,12/14/2012
5811,5811,5811,EN PROCESO,12/15/2012
5812,5812,5812,ENTREGADO,12/16/2012
5813,5813,5813,EN PROCESO,12/17/2012
5814,5814,5814,ENTREGADO,12/18/2012
5815,5815,5815,EN PROCESO,12/19/2012
5816,5816,5816,EN PROCESO,12/20/2012
5817,5817,5817,ENTREGADO,12/21/2012
5818,5818,5818,EN PROCESO,12/22/2012
5819,5819,5819,ENTREGADO,12/23/2012
5820,5820,5820,EN PROCESO,12/24/2012
5821,5821,5821,EN PROCESO,12/25/2012
5822,5822,5822,ENTREGADO,12/26/2012
5823,5823,5823,EN PROCESO,12/27/2012
5824,5824,5824,ENTREGADO,12/28/2012
5825,5825,5825,EN PROCESO,12/29/2012
5826,5826,5826,EN PROCESO,12/30/2012
5827,5827,5827,ENTREGADO,12/31/2012
5828,5828,5828,EN PROCESO,1/1/2013
5829,5829,5829,ENTREGADO,1/2/2013
5830,5830,5830,EN PROCESO,1/3/2013
5831,5831,5831,EN PROCESO,1/4/2013
5832,5832,5832,ENTREGADO,1/5/2013
5833,5833,5833,EN PROCESO,1/6/2013
5834,5834,5834,ENTREGADO,1/7/2013
5835,5835,5835,EN PROCESO,1/8/2013
5836,5836,5836,EN PROCESO,1/9/2013
5837,5837,5837,ENTREGADO,1/10/2013
5838,5838,5838,EN PROCESO,1/11/2013
5839,5839,5839,ENTREGADO,1/12/2013
5840,5840,5840,EN PROCESO,1/13/2013
5841,5841,5841,EN PROCESO,1/14/2013
5842,5842,5842,ENTREGADO,1/15/2013
5843,5843,5843,EN PROCESO,1/16/2013
5844,5844,5844,ENTREGADO,1/17/2013
5845,5845,5845,EN PROCESO,1/18/2013
5846,5846,5846,EN PROCESO,1/19/2013
5847,5847,5847,ENTREGADO,1/20/2013
5848,5848,5848,EN PROCESO,1/21/2013
5849,5849,5849,ENTREGADO,1/22/2013
5850,5850,5850,EN PROCESO,1/23/2013
5851,5851,5851,EN PROCESO,1/24/2013
5852,5852,5852,ENTREGADO,1/25/2013
5853,5853,5853,EN PROCESO,1/26/2013
5854,5854,5854,ENTREGADO,1/27/2013
5855,5855,5855,EN PROCESO,1/28/2013
5856,5856,5856,EN PROCESO,1/29/2013
5857,5857,5857,ENTREGADO,1/30/2013
5858,5858,5858,EN PROCESO,1/31/2013
5859,5859,5859,ENTREGADO,2/1/2013
5860,5860,5860,EN PROCESO,2/2/2013
5861,5861,5861,EN PROCESO,2/3/2013
5862,5862,5862,ENTREGADO,2/4/2013
5863,5863,5863,EN PROCESO,2/5/2013
5864,5864,5864,ENTREGADO,2/6/2013
5865,5865,5865,EN PROCESO,2/7/2013
5866,5866,5866,EN PROCESO,2/8/2013
5867,5867,5867,ENTREGADO,2/9/2013
5868,5868,5868,EN PROCESO,2/10/2013
5869,5869,5869,ENTREGADO,2/11/2013
5870,5870,5870,EN PROCESO,2/12/2013
5871,5871,5871,EN PROCESO,2/13/2013
5872,5872,5872,ENTREGADO,2/14/2013
5873,5873,5873,EN PROCESO,2/15/2013
5874,5874,5874,ENTREGADO,2/16/2013
5875,5875,5875,EN PROCESO,2/17/2013
5876,5876,5876,EN PROCESO,2/18/2013
5877,5877,5877,ENTREGADO,2/19/2013
5878,5878,5878,EN PROCESO,2/20/2013
5879,5879,5879,ENTREGADO,2/21/2013
5880,5880,5880,EN PROCESO,2/22/2013
5881,5881,5881,EN PROCESO,2/23/2013
5882,5882,5882,ENTREGADO,2/24/2013
5883,5883,5883,EN PROCESO,2/25/2013
5884,5884,5884,ENTREGADO,2/26/2013
5885,5885,5885,EN PROCESO,2/27/2013
5886,5886,5886,EN PROCESO,2/28/2013
5887,5887,5887,ENTREGADO,3/1/2013
5888,5888,5888,EN PROCESO,3/2/2013
5889,5889,5889,ENTREGADO,3/3/2013
5890,5890,5890,EN PROCESO,3/4/2013
5891,5891,5891,EN PROCESO,3/5/2013
5892,5892,5892,ENTREGADO,3/6/2013
5893,5893,5893,EN PROCESO,3/7/2013
5894,5894,5894,ENTREGADO,3/8/2013
5895,5895,5895,EN PROCESO,3/9/2013
5896,5896,5896,EN PROCESO,3/10/2013
5897,5897,5897,ENTREGADO,3/11/2013
5898,5898,5898,EN PROCESO,3/12/2013
5899,5899,5899,ENTREGADO,3/13/2013
5900,5900,5900,EN PROCESO,3/14/2013
5901,5901,5901,EN PROCESO,3/15/2013
5902,5902,5902,ENTREGADO,3/16/2013
5903,5903,5903,EN PROCESO,3/17/2013
5904,5904,5904,ENTREGADO,3/18/2013
5905,5905,5905,EN PROCESO,3/19/2013
5906,5906,5906,EN PROCESO,3/20/2013
5907,5907,5907,ENTREGADO,3/21/2013
5908,5908,5908,EN PROCESO,3/22/2013
5909,5909,5909,ENTREGADO,3/23/2013
5910,5910,5910,EN PROCESO,3/24/2013
5911,5911,5911,EN PROCESO,3/25/2013
5912,5912,5912,ENTREGADO,3/26/2013
5913,5913,5913,EN PROCESO,3/27/2013
5914,5914,5914,ENTREGADO,3/28/2013
5915,5915,5915,EN PROCESO,3/29/2013
5916,5916,5916,EN PROCESO,3/30/2013
5917,5917,5917,ENTREGADO,3/31/2013
5918,5918,5918,EN PROCESO,4/1/2013
5919,5919,5919,ENTREGADO,4/2/2013
5920,5920,5920,EN PROCESO,4/3/2013
5921,5921,5921,EN PROCESO,4/4/2013
5922,5922,5922,ENTREGADO,4/5/2013
5923,5923,5923,EN PROCESO,4/6/2013
5924,5924,5924,ENTREGADO,4/7/2013
5925,5925,5925,EN PROCESO,4/8/2013
5926,5926,5926,EN PROCESO,4/9/2013
5927,5927,5927,ENTREGADO,4/10/2013
5928,5928,5928,EN PROCESO,4/11/2013
5929,5929,5929,ENTREGADO,4/12/2013
5930,5930,5930,EN PROCESO,4/13/2013
5931,5931,5931,EN PROCESO,4/14/2013
5932,5932,5932,ENTREGADO,4/15/2013
5933,5933,5933,EN PROCESO,4/16/2013
5934,5934,5934,ENTREGADO,4/17/2013
5935,5935,5935,EN PROCESO,4/18/2013
5936,5936,5936,EN PROCESO,4/19/2013
5937,5937,5937,ENTREGADO,4/20/2013
5938,5938,5938,EN PROCESO,4/21/2013
5939,5939,5939,ENTREGADO,4/22/2013
5940,5940,5940,EN PROCESO,4/23/2013
5941,5941,5941,EN PROCESO,4/24/2013
5942,5942,5942,ENTREGADO,4/25/2013
5943,5943,5943,EN PROCESO,4/26/2013
5944,5944,5944,ENTREGADO,4/27/2013
5945,5945,5945,EN PROCESO,4/28/2013
5946,5946,5946,EN PROCESO,4/29/2013
5947,5947,5947,ENTREGADO,4/30/2013
5948,5948,5948,EN PROCESO,5/1/2013
5949,5949,5949,ENTREGADO,5/2/2013
5950,5950,5950,EN PROCESO,5/3/2013
5951,5951,5951,EN PROCESO,5/4/2013
5952,5952,5952,ENTREGADO,5/5/2013
5953,5953,5953,EN PROCESO,5/6/2013
5954,5954,5954,ENTREGADO,5/7/2013
5955,5955,5955,EN PROCESO,5/8/2013
5956,5956,5956,EN PROCESO,5/9/2013
5957,5957,5957,ENTREGADO,5/10/2013
5958,5958,5958,EN PROCESO,5/11/2013
5959,5959,5959,ENTREGADO,5/12/2013
5960,5960,5960,EN PROCESO,5/13/2013
5961,5961,5961,EN PROCESO,5/14/2013
5962,5962,5962,ENTREGADO,5/15/2013
5963,5963,5963,EN PROCESO,5/16/2013
5964,5964,5964,ENTREGADO,5/17/2013
5965,5965,5965,EN PROCESO,5/18/2013
5966,5966,5966,EN PROCESO,5/19/2013
5967,5967,5967,ENTREGADO,5/20/2013
5968,5968,5968,EN PROCESO,5/21/2013
5969,5969,5969,ENTREGADO,5/22/2013
5970,5970,5970,EN PROCESO,5/23/2013
5971,5971,5971,EN PROCESO,5/24/2013
5972,5972,5972,ENTREGADO,5/25/2013
5973,5973,5973,EN PROCESO,5/26/2013
5974,5974,5974,ENTREGADO,5/27/2013
5975,5975,5975,EN PROCESO,5/28/2013
5976,5976,5976,EN PROCESO,5/29/2013
5977,5977,5977,ENTREGADO,5/30/2013
5978,5978,5978,EN PROCESO,5/31/2013
5979,5979,5979,ENTREGADO,6/1/2013
5980,5980,5980,EN PROCESO,6/2/2013
5981,5981,5981,EN PROCESO,6/3/2013
5982,5982,5982,ENTREGADO,6/4/2013
5983,5983,5983,EN PROCESO,6/5/2013
5984,5984,5984,ENTREGADO,6/6/2013
5985,5985,5985,EN PROCESO,6/7/2013
5986,5986,5986,EN PROCESO,6/8/2013
5987,5987,5987,ENTREGADO,6/9/2013
5988,5988,5988,EN PROCESO,6/10/2013
5989,5989,5989,ENTREGADO,6/11/2013
5990,5990,5990,EN PROCESO,6/12/2013
5991,5991,5991,EN PROCESO,6/13/2013
5992,5992,5992,ENTREGADO,6/14/2013
5993,5993,5993,EN PROCESO,6/15/2013
5994,5994,5994,ENTREGADO,6/16/2013
5995,5995,5995,EN PROCESO,6/17/2013
5996,5996,5996,EN PROCESO,6/18/2013
5997,5997,5997,ENTREGADO,6/19/2013
5998,5998,5998,EN PROCESO,6/20/2013
5999,5999,5999,ENTREGADO,6/21/2013
6000,6000,6000,EN PROCESO,6/22/2013
6001,6001,6001,EN PROCESO,6/23/2013
6002,6002,6002,ENTREGADO,6/24/2013
6003,6003,6003,EN PROCESO,6/25/2013
6004,6004,6004,ENTREGADO,6/26/2013
6005,6005,6005,EN PROCESO,6/27/2013
6006,6006,6006,EN PROCESO,6/28/2013
6007,6007,6007,ENTREGADO,6/29/2013
6008,6008,6008,EN PROCESO,6/30/2013
6009,6009,6009,ENTREGADO,7/1/2013
6010,6010,6010,EN PROCESO,7/2/2013
6011,6011,6011,EN PROCESO,7/3/2013
6012,6012,6012,ENTREGADO,7/4/2013
6013,6013,6013,EN PROCESO,7/5/2013
6014,6014,6014,ENTREGADO,7/6/2013
6015,6015,6015,EN PROCESO,7/7/2013
6016,6016,6016,EN PROCESO,7/8/2013
6017,6017,6017,ENTREGADO,7/9/2013
6018,6018,6018,EN PROCESO,7/10/2013
6019,6019,6019,ENTREGADO,7/11/2013
6020,6020,6020,EN PROCESO,7/12/2013
6021,6021,6021,EN PROCESO,7/13/2013
6022,6022,6022,ENTREGADO,7/14/2013
6023,6023,6023,EN PROCESO,7/15/2013
6024,6024,6024,ENTREGADO,7/16/2013
6025,6025,6025,EN PROCESO,7/17/2013
6026,6026,6026,EN PROCESO,7/18/2013
6027,6027,6027,ENTREGADO,7/19/2013
6028,6028,6028,EN PROCESO,7/20/2013
6029,6029,6029,ENTREGADO,7/21/2013
6030,6030,6030,EN PROCESO,7/22/2013
6031,6031,6031,EN PROCESO,7/23/2013
6032,6032,6032,ENTREGADO,7/24/2013
6033,6033,6033,EN PROCESO,7/25/2013
6034,6034,6034,ENTREGADO,7/26/2013
6035,6035,6035,EN PROCESO,7/27/2013
6036,6036,6036,EN PROCESO,7/28/2013
6037,6037,6037,ENTREGADO,7/29/2013
6038,6038,6038,EN PROCESO,7/30/2013
6039,6039,6039,ENTREGADO,7/31/2013
6040,6040,6040,EN PROCESO,8/1/2013
6041,6041,6041,EN PROCESO,8/2/2013
6042,6042,6042,ENTREGADO,8/3/2013
6043,6043,6043,EN PROCESO,8/4/2013
6044,6044,6044,ENTREGADO,8/5/2013
6045,6045,6045,EN PROCESO,8/6/2013
6046,6046,6046,EN PROCESO,8/7/2013
6047,6047,6047,ENTREGADO,8/8/2013
6048,6048,6048,EN PROCESO,8/9/2013
6049,6049,6049,ENTREGADO,8/10/2013
6050,6050,6050,EN PROCESO,8/11/2013
6051,6051,6051,EN PROCESO,8/12/2013
6052,6052,6052,ENTREGADO,8/13/2013
6053,6053,6053,EN PROCESO,8/14/2013
6054,6054,6054,ENTREGADO,8/15/2013
6055,6055,6055,EN PROCESO,8/16/2013
6056,6056,6056,EN PROCESO,8/17/2013
6057,6057,6057,ENTREGADO,8/18/2013
6058,6058,6058,EN PROCESO,8/19/2013
6059,6059,6059,ENTREGADO,8/20/2013
6060,6060,6060,EN PROCESO,8/21/2013
6061,6061,6061,EN PROCESO,8/22/2013
6062,6062,6062,ENTREGADO,8/23/2013
6063,6063,6063,EN PROCESO,8/24/2013
6064,6064,6064,ENTREGADO,8/25/2013
6065,6065,6065,EN PROCESO,8/26/2013
6066,6066,6066,EN PROCESO,8/27/2013
6067,6067,6067,ENTREGADO,8/28/2013
6068,6068,6068,EN PROCESO,8/29/2013
6069,6069,6069,ENTREGADO,8/30/2013
6070,6070,6070,EN PROCESO,8/31/2013
6071,6071,6071,EN PROCESO,9/1/2013
6072,6072,6072,ENTREGADO,9/2/2013
6073,6073,6073,EN PROCESO,9/3/2013
6074,6074,6074,ENTREGADO,9/4/2013
6075,6075,6075,EN PROCESO,9/5/2013
6076,6076,6076,EN PROCESO,9/6/2013
6077,6077,6077,ENTREGADO,9/7/2013
6078,6078,6078,EN PROCESO,9/8/2013
6079,6079,6079,ENTREGADO,9/9/2013
6080,6080,6080,EN PROCESO,9/10/2013
6081,6081,6081,EN PROCESO,9/11/2013
6082,6082,6082,ENTREGADO,9/12/2013
6083,6083,6083,EN PROCESO,9/13/2013
6084,6084,6084,ENTREGADO,9/14/2013
6085,6085,6085,EN PROCESO,9/15/2013
6086,6086,6086,EN PROCESO,9/16/2013
6087,6087,6087,ENTREGADO,9/17/2013
6088,6088,6088,EN PROCESO,9/18/2013
6089,6089,6089,ENTREGADO,9/19/2013
6090,6090,6090,EN PROCESO,9/20/2013
6091,6091,6091,EN PROCESO,9/21/2013
6092,6092,6092,ENTREGADO,9/22/2013
6093,6093,6093,EN PROCESO,9/23/2013
6094,6094,6094,ENTREGADO,9/24/2013
6095,6095,6095,EN PROCESO,9/25/2013
6096,6096,6096,EN PROCESO,9/26/2013
6097,6097,6097,ENTREGADO,9/27/2013
6098,6098,6098,EN PROCESO,9/28/2013
6099,6099,6099,ENTREGADO,9/29/2013
6100,6100,6100,EN PROCESO,9/30/2013
6101,6101,6101,EN PROCESO,10/1/2013
6102,6102,6102,ENTREGADO,10/2/2013
6103,6103,6103,EN PROCESO,10/3/2013
6104,6104,6104,ENTREGADO,10/4/2013
6105,6105,6105,EN PROCESO,10/5/2013
6106,6106,6106,EN PROCESO,10/6/2013
6107,6107,6107,ENTREGADO,10/7/2013
6108,6108,6108,EN PROCESO,10/8/2013
6109,6109,6109,ENTREGADO,10/9/2013
6110,6110,6110,EN PROCESO,10/10/2013
6111,6111,6111,EN PROCESO,10/11/2013
6112,6112,6112,ENTREGADO,10/12/2013
6113,6113,6113,EN PROCESO,10/13/2013
6114,6114,6114,ENTREGADO,10/14/2013
6115,6115,6115,EN PROCESO,10/15/2013
6116,6116,6116,EN PROCESO,10/16/2013
6117,6117,6117,ENTREGADO,10/17/2013
6118,6118,6118,EN PROCESO,10/18/2013
6119,6119,6119,ENTREGADO,10/19/2013
6120,6120,6120,EN PROCESO,10/20/2013
6121,6121,6121,EN PROCESO,10/21/2013
6122,6122,6122,ENTREGADO,10/22/2013
6123,6123,6123,EN PROCESO,10/23/2013
6124,6124,6124,ENTREGADO,10/24/2013
6125,6125,6125,EN PROCESO,10/25/2013
6126,6126,6126,EN PROCESO,10/26/2013
6127,6127,6127,ENTREGADO,10/27/2013
6128,6128,6128,EN PROCESO,10/28/2013
6129,6129,6129,ENTREGADO,10/29/2013
6130,6130,6130,EN PROCESO,10/30/2013
6131,6131,6131,EN PROCESO,10/31/2013
6132,6132,6132,ENTREGADO,11/1/2013
6133,6133,6133,EN PROCESO,11/2/2013
6134,6134,6134,ENTREGADO,11/3/2013
6135,6135,6135,EN PROCESO,11/4/2013
6136,6136,6136,EN PROCESO,11/5/2013
6137,6137,6137,ENTREGADO,11/6/2013
6138,6138,6138,EN PROCESO,11/7/2013
6139,6139,6139,ENTREGADO,11/8/2013
6140,6140,6140,EN PROCESO,11/9/2013
6141,6141,6141,EN PROCESO,11/10/2013
6142,6142,6142,ENTREGADO,11/11/2013
6143,6143,6143,EN PROCESO,11/12/2013
6144,6144,6144,ENTREGADO,11/13/2013
6145,6145,6145,EN PROCESO,11/14/2013
6146,6146,6146,EN PROCESO,11/15/2013
6147,6147,6147,ENTREGADO,11/16/2013
6148,6148,6148,EN PROCESO,11/17/2013
6149,6149,6149,ENTREGADO,11/18/2013
6150,6150,6150,EN PROCESO,11/19/2013
6151,6151,6151,EN PROCESO,11/20/2013
6152,6152,6152,ENTREGADO,11/21/2013
6153,6153,6153,EN PROCESO,11/22/2013
6154,6154,6154,ENTREGADO,11/23/2013
6155,6155,6155,EN PROCESO,11/24/2013
6156,6156,6156,EN PROCESO,11/25/2013
6157,6157,6157,ENTREGADO,11/26/2013
6158,6158,6158,EN PROCESO,11/27/2013
6159,6159,6159,ENTREGADO,11/28/2013
6160,6160,6160,EN PROCESO,11/29/2013
6161,6161,6161,EN PROCESO,11/30/2013
6162,6162,6162,ENTREGADO,12/1/2013
6163,6163,6163,EN PROCESO,12/2/2013
6164,6164,6164,ENTREGADO,12/3/2013
6165,6165,6165,EN PROCESO,12/4/2013
6166,6166,6166,EN PROCESO,12/5/2013
6167,6167,6167,ENTREGADO,12/6/2013
6168,6168,6168,EN PROCESO,12/7/2013
6169,6169,6169,ENTREGADO,12/8/2013
6170,6170,6170,EN PROCESO,12/9/2013
6171,6171,6171,EN PROCESO,12/10/2013
6172,6172,6172,ENTREGADO,12/11/2013
6173,6173,6173,EN PROCESO,12/12/2013
6174,6174,6174,ENTREGADO,12/13/2013
6175,6175,6175,EN PROCESO,12/14/2013
6176,6176,6176,EN PROCESO,12/15/2013
6177,6177,6177,ENTREGADO,12/16/2013
6178,6178,6178,EN PROCESO,12/17/2013
6179,6179,6179,ENTREGADO,12/18/2013
6180,6180,6180,EN PROCESO,12/19/2013
6181,6181,6181,EN PROCESO,12/20/2013
6182,6182,6182,ENTREGADO,12/21/2013
6183,6183,6183,EN PROCESO,12/22/2013
6184,6184,6184,ENTREGADO,12/23/2013
6185,6185,6185,EN PROCESO,12/24/2013
6186,6186,6186,EN PROCESO,12/25/2013
6187,6187,6187,ENTREGADO,12/26/2013
6188,6188,6188,EN PROCESO,12/27/2013
6189,6189,6189,ENTREGADO,12/28/2013
6190,6190,6190,EN PROCESO,12/29/2013
6191,6191,6191,EN PROCESO,12/30/2013
6192,6192,6192,ENTREGADO,12/31/2013
6193,6193,6193,EN PROCESO,1/1/2014
6194,6194,6194,ENTREGADO,1/2/2014
6195,6195,6195,EN PROCESO,1/3/2014
6196,6196,6196,EN PROCESO,1/4/2014
6197,6197,6197,ENTREGADO,1/5/2014
6198,6198,6198,EN PROCESO,1/6/2014
6199,6199,6199,ENTREGADO,1/7/2014
6200,6200,6200,EN PROCESO,1/8/2014
6201,6201,6201,EN PROCESO,1/9/2014
6202,6202,6202,ENTREGADO,1/10/2014
6203,6203,6203,EN PROCESO,1/11/2014
6204,6204,6204,ENTREGADO,1/12/2014
6205,6205,6205,EN PROCESO,1/13/2014
6206,6206,6206,EN PROCESO,1/14/2014
6207,6207,6207,ENTREGADO,1/15/2014
6208,6208,6208,EN PROCESO,1/16/2014
6209,6209,6209,ENTREGADO,1/17/2014
6210,6210,6210,EN PROCESO,1/18/2014
6211,6211,6211,EN PROCESO,1/19/2014
6212,6212,6212,ENTREGADO,1/20/2014
6213,6213,6213,EN PROCESO,1/21/2014
6214,6214,6214,ENTREGADO,1/22/2014
6215,6215,6215,EN PROCESO,1/23/2014
6216,6216,6216,EN PROCESO,1/24/2014
6217,6217,6217,ENTREGADO,1/25/2014
6218,6218,6218,EN PROCESO,1/26/2014
6219,6219,6219,ENTREGADO,1/27/2014
6220,6220,6220,EN PROCESO,1/28/2014
6221,6221,6221,EN PROCESO,1/29/2014
6222,6222,6222,ENTREGADO,1/30/2014
6223,6223,6223,EN PROCESO,1/31/2014
6224,6224,6224,ENTREGADO,2/1/2014
6225,6225,6225,EN PROCESO,2/2/2014
6226,6226,6226,EN PROCESO,2/3/2014
6227,6227,6227,ENTREGADO,2/4/2014
6228,6228,6228,EN PROCESO,2/5/2014
6229,6229,6229,ENTREGADO,2/6/2014
6230,6230,6230,EN PROCESO,2/7/2014
6231,6231,6231,EN PROCESO,2/8/2014
6232,6232,6232,ENTREGADO,2/9/2014
6233,6233,6233,EN PROCESO,2/10/2014
6234,6234,6234,ENTREGADO,2/11/2014
6235,6235,6235,EN PROCESO,2/12/2014
6236,6236,6236,EN PROCESO,2/13/2014
6237,6237,6237,ENTREGADO,2/14/2014
6238,6238,6238,EN PROCESO,2/15/2014
6239,6239,6239,ENTREGADO,2/16/2014
6240,6240,6240,EN PROCESO,2/17/2014
6241,6241,6241,EN PROCESO,2/18/2014
6242,6242,6242,ENTREGADO,2/19/2014
6243,6243,6243,EN PROCESO,2/20/2014
6244,6244,6244,ENTREGADO,2/21/2014
6245,6245,6245,EN PROCESO,2/22/2014
6246,6246,6246,EN PROCESO,2/23/2014
6247,6247,6247,ENTREGADO,2/24/2014
6248,6248,6248,EN PROCESO,2/25/2014
6249,6249,6249,ENTREGADO,2/26/2014
6250,6250,6250,EN PROCESO,2/27/2014
6251,6251,6251,EN PROCESO,2/28/2014
6252,6252,6252,ENTREGADO,3/1/2014
6253,6253,6253,EN PROCESO,3/2/2014
6254,6254,6254,ENTREGADO,3/3/2014
6255,6255,6255,EN PROCESO,3/4/2014
6256,6256,6256,EN PROCESO,3/5/2014
6257,6257,6257,ENTREGADO,3/6/2014
6258,6258,6258,EN PROCESO,3/7/2014
6259,6259,6259,ENTREGADO,3/8/2014
6260,6260,6260,EN PROCESO,3/9/2014
6261,6261,6261,EN PROCESO,3/10/2014
6262,6262,6262,ENTREGADO,3/11/2014
6263,6263,6263,EN PROCESO,3/12/2014
6264,6264,6264,ENTREGADO,3/13/2014
