"IDPRODUCTO","NOMBREPRODUCTO","PRECIOPRODUCTO","DESCRIPCIONPRODUCTO","ESTADO","CANTIDADDISPONIBLE","IMAGENPRODUCTO","IDCATEGORIA"
1,"REFRESCO",5000,"REFRESCO","AGOTADO",1,"REFRESCO",2728
6,"POSTRE",15000,"POSTRE","DISPONIBLE",6,"POSTRE",2729
2,"ALITAS",28500,"ALITAS","AGOTADO",2,"ALITAS",2730
7,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2731
4,"PIZZA",3500,"PIZZA","AGOTADO",4,"PIZZA",2732
1,"REFRESCO",5000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2733
6,"POSTRE",15000,"POSTRE","AGOTADO",6,"POSTRE",2734
2,"ALITAS",28500,"ALITAS","DISPONIBLE",2,"ALITAS",2735
7,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2736
4,"PIZZA",3500,"PIZZA","DISPONIBLE",4,"PIZZA",2737
1,"REFRESCO",5000,"REFRESCO","AGOTADO",1,"REFRESCO",2738
6,"POSTRE",15000,"POSTRE","DISPONIBLE",6,"POSTRE",2739
2,"ALITAS",28500,"ALITAS","AGOTADO",2,"ALITAS",2740
7,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2741
4,"PIZZA",3500,"PIZZA","AGOTADO",4,"PIZZA",2742
1,"REFRESCO",5000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2743
6,"POSTRE",15000,"POSTRE","AGOTADO",6,"POSTRE",2744
2,"ALITAS",28500,"ALITAS","DISPONIBLE",2,"ALITAS",2745
7,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2746
4,"PIZZA",3500,"PIZZA","DISPONIBLE",4,"PIZZA",2747
1,"REFRESCO",5000,"REFRESCO","AGOTADO",1,"REFRESCO",2748
6,"POSTRE",15000,"POSTRE","DISPONIBLE",6,"POSTRE",2749
2,"ALITAS",28500,"ALITAS","AGOTADO",2,"ALITAS",2750
7,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2751
4,"PIZZA",3500,"PIZZA","AGOTADO",4,"PIZZA",2752
1,"REFRESCO",5000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2753
6,"POSTRE",15000,"POSTRE","AGOTADO",6,"POSTRE",2754
2,"ALITAS",28500,"ALITAS","DISPONIBLE",2,"ALITAS",2755
7,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2756
4,"PIZZA",3500,"PIZZA","DISPONIBLE",4,"PIZZA",2757
1,"REFRESCO",5000,"REFRESCO","AGOTADO",1,"REFRESCO",2758
6,"POSTRE",15000,"POSTRE","DISPONIBLE",6,"POSTRE",2759
2,"ALITAS",28500,"ALITAS","AGOTADO",2,"ALITAS",2760
7,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2761
4,"PIZZA",3500,"PIZZA","AGOTADO",4,"PIZZA",2762
1,"REFRESCO",5000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2763
6,"POSTRE",15000,"POSTRE","AGOTADO",6,"POSTRE",2764
2,"ALITAS",28500,"ALITAS","DISPONIBLE",2,"ALITAS",2765
7,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2766
4,"PIZZA",3500,"PIZZA","DISPONIBLE",4,"PIZZA",2767
1,"REFRESCO",5000,"REFRESCO","AGOTADO",1,"REFRESCO",2768
6,"POSTRE",15000,"POSTRE","DISPONIBLE",6,"POSTRE",2769
2,"ALITAS",28500,"ALITAS","AGOTADO",2,"ALITAS",2770
7,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2771
4,"PIZZA",3500,"PIZZA","AGOTADO",4,"PIZZA",2772
1,"REFRESCO",5000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2773
6,"POSTRE",15000,"POSTRE","AGOTADO",6,"POSTRE",2774
2,"ALITAS",28500,"ALITAS","DISPONIBLE",2,"ALITAS",2775
7,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2776
4,"PIZZA",3500,"PIZZA","DISPONIBLE",4,"PIZZA",2777
1,"REFRESCO",5000,"REFRESCO","AGOTADO",1,"REFRESCO",2778
6,"POSTRE",15000,"POSTRE","DISPONIBLE",6,"POSTRE",2779
2,"ALITAS",28500,"ALITAS","AGOTADO",2,"ALITAS",2780
7,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2781
4,"PIZZA",3500,"PIZZA","AGOTADO",4,"PIZZA",2782
1,"REFRESCO",5000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2783
6,"POSTRE",15000,"POSTRE","AGOTADO",6,"POSTRE",2784
2,"ALITAS",2000,"ALITAS","DISPONIBLE",2,"ALITAS",2785
7,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2786
4,"PIZZA",5000,"PIZZA","DISPONIBLE",4,"PIZZA",2787
1,"REFRESCO",15000,"REFRESCO","AGOTADO",1,"REFRESCO",2788
6,"POSTRE",28500,"POSTRE","DISPONIBLE",6,"POSTRE",2789
2,"ALITAS",2000,"ALITAS","AGOTADO",2,"ALITAS",2790
7,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2791
4,"PIZZA",5000,"PIZZA","AGOTADO",4,"PIZZA",2792
1,"REFRESCO",15000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2793
6,"POSTRE",28500,"POSTRE","AGOTADO",6,"POSTRE",2794
2,"ALITAS",2000,"ALITAS","DISPONIBLE",2,"ALITAS",2795
7,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2796
4,"PIZZA",5000,"PIZZA","DISPONIBLE",4,"PIZZA",2797
1,"REFRESCO",15000,"REFRESCO","AGOTADO",1,"REFRESCO",2798
6,"POSTRE",28500,"POSTRE","DISPONIBLE",6,"POSTRE",2799
2,"ALITAS",2000,"ALITAS","AGOTADO",2,"ALITAS",2800
7,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2801
4,"PIZZA",5000,"PIZZA","AGOTADO",4,"PIZZA",2802
1,"REFRESCO",15000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2803
6,"POSTRE",28500,"POSTRE","AGOTADO",6,"POSTRE",2804
2,"ALITAS",2000,"ALITAS","DISPONIBLE",2,"ALITAS",2805
7,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2806
4,"PIZZA",5000,"PIZZA","DISPONIBLE",4,"PIZZA",2807
1,"REFRESCO",15000,"REFRESCO","AGOTADO",1,"REFRESCO",2808
6,"POSTRE",28500,"POSTRE","DISPONIBLE",6,"POSTRE",2809
2,"ALITAS",2000,"ALITAS","AGOTADO",2,"ALITAS",2810
7,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2811
4,"PIZZA",5000,"PIZZA","AGOTADO",4,"PIZZA",2812
1,"REFRESCO",15000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2813
6,"POSTRE",28500,"POSTRE","AGOTADO",6,"POSTRE",2814
2,"ALITAS",2000,"ALITAS","DISPONIBLE",2,"ALITAS",2815
7,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",7,"HAMBURGUESA",2816
4,"PIZZA",5000,"PIZZA","DISPONIBLE",4,"PIZZA",2817
1,"REFRESCO",15000,"REFRESCO","AGOTADO",1,"REFRESCO",2818
6,"POSTRE",28500,"POSTRE","DISPONIBLE",6,"POSTRE",2819
2,"ALITAS",2000,"ALITAS","AGOTADO",2,"ALITAS",2820
7,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",7,"HAMBURGUESA",2821
4,"PIZZA",5000,"PIZZA","AGOTADO",4,"PIZZA",2822
1,"REFRESCO",15000,"REFRESCO","DISPONIBLE",1,"REFRESCO",2823
6,"POSTRE",28500,"POSTRE","AGOTADO",6,"POSTRE",2824
2,"ALITAS",2000,"ALITAS","DISPONIBLE",2,"ALITAS",2825
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2826
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2827
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2828
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2829
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2830
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2831
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2832
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2833
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2834
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2835
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2836
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2837
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2838
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2839
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2840
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2841
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2842
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2843
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2844
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2845
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2846
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2847
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2848
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2849
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2850
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2851
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2852
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2853
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2854
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2855
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2856
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2857
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2858
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2859
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2860
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2861
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2862
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2863
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2864
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2865
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2866
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2867
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2868
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2869
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2870
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2871
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2872
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2873
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2874
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2875
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2876
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2877
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2878
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2879
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2880
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2881
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2882
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2883
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2884
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2885
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2886
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2887
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2888
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2889
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2890
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2891
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2892
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2893
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2894
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2895
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2896
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2897
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2898
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2899
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2900
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2901
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2902
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2903
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2904
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2905
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2906
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2907
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2908
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2909
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2910
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2911
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2912
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2913
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2914
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2915
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2916
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2917
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2918
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2919
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2920
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2921
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2922
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2923
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2924
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2925
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2926
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2927
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2928
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2929
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2930
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2931
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2932
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2933
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2934
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2935
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2936
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2937
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2938
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2939
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2940
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2941
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2942
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2943
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2944
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2945
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2946
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2947
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2948
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2949
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2950
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2951
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2952
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2953
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",2954
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",2955
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2956
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",2957
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",2958
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",2959
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",2960
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2961
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",2962
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",2963
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",2964
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",2965
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2966
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",2967
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",2968
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",2969
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",2970
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2971
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",2972
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",2973
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",2974
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",2975
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2976
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",2977
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",2978
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",2979
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",2980
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2981
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",2982
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",2983
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",2984
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",2985
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2986
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",2987
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",2988
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",2989
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",2990
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",2991
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",2992
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",2993
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",2994
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",2995
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",2996
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",2997
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",2998
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",2999
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3000
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3001
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3002
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3003
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3004
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3005
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3006
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3007
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3008
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3009
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3010
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3011
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3012
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3013
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3014
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3015
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3016
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3017
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3018
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3019
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3020
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3021
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3022
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3023
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3024
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3025
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3026
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3027
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3028
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3029
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3030
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3031
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3032
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3033
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3034
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3035
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3036
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3037
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3038
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3039
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3040
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3041
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3042
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3043
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3044
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3045
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3046
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3047
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3048
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3049
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3050
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3051
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3052
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3053
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3054
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3055
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3056
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3057
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3058
